4.001635e+002,5.390019e-001
4.006456e+002,5.328670e-001
4.011277e+002,5.255886e-001
4.016098e+002,5.157118e-001
4.020919e+002,5.030249e-001
4.025741e+002,4.891808e-001
4.030562e+002,4.767613e-001
4.035383e+002,4.679187e-001
4.040204e+002,4.635395e-001
4.045026e+002,4.630333e-001
4.049847e+002,4.644537e-001
4.054668e+002,4.649472e-001
4.059489e+002,4.618483e-001
4.064311e+002,4.541380e-001
4.069132e+002,4.430649e-001
4.073953e+002,4.311951e-001
4.078774e+002,4.208697e-001
4.083596e+002,4.132653e-001
4.088417e+002,4.082526e-001
4.093238e+002,4.047391e-001
4.098059e+002,4.012933e-001
4.102881e+002,3.969401e-001
4.107702e+002,3.916761e-001
4.112523e+002,3.863400e-001
4.117344e+002,3.820475e-001
4.122166e+002,3.796582e-001
4.126987e+002,3.794926e-001
4.131808e+002,3.812534e-001
4.136629e+002,3.841303e-001
4.141451e+002,3.871417e-001
4.146272e+002,3.895910e-001
4.151093e+002,3.913350e-001
4.155914e+002,3.927054e-001
4.160735e+002,3.942415e-001
4.165557e+002,3.964500e-001
4.170378e+002,3.996561e-001
4.175199e+002,4.039017e-001
4.180021e+002,4.088776e-001
4.184842e+002,4.139785e-001
4.189663e+002,4.185765e-001
4.194484e+002,4.222494e-001
4.199305e+002,4.247229e-001
4.204127e+002,4.257274e-001
4.208948e+002,4.250750e-001
4.213769e+002,4.228836e-001
4.218591e+002,4.197185e-001
4.223412e+002,4.164727e-001
4.228233e+002,4.140199e-001
4.233054e+002,4.128384e-001
4.237876e+002,4.127588e-001
4.242697e+002,4.129847e-001
4.247518e+002,4.124524e-001
4.252339e+002,4.104270e-001
4.257161e+002,4.069797e-001
4.261982e+002,4.029787e-001
4.266803e+002,3.996155e-001
4.271624e+002,3.978683e-001
4.276446e+002,3.981736e-001
4.281267e+002,4.003413e-001
4.286088e+002,4.036540e-001
4.290909e+002,4.071368e-001
4.295731e+002,4.099611e-001
4.300552e+002,4.118101e-001
4.305373e+002,4.129562e-001
4.310194e+002,4.140107e-001
4.315016e+002,4.155235e-001
4.319837e+002,4.176894e-001
4.324658e+002,4.202358e-001
4.329479e+002,4.226919e-001
4.334301e+002,4.245633e-001
4.339122e+002,4.255851e-001
4.343943e+002,4.257524e-001
4.348764e+002,4.251878e-001
4.353586e+002,4.239731e-001
4.358407e+002,4.221042e-001
4.363228e+002,4.195939e-001
4.368049e+002,4.166330e-001
4.372870e+002,4.136454e-001
4.377692e+002,4.111629e-001
4.382513e+002,4.095913e-001
4.387334e+002,4.090336e-001
4.392155e+002,4.092394e-001
4.396977e+002,4.096716e-001
4.401798e+002,4.097044e-001
4.406619e+002,4.089154e-001
4.411440e+002,4.073747e-001
4.416262e+002,4.057023e-001
4.421083e+002,4.047731e-001
4.425904e+002,4.052077e-001
4.430725e+002,4.069643e-001
4.435547e+002,4.092678e-001
4.440368e+002,4.109059e-001
4.445189e+002,4.107713e-001
4.450010e+002,4.083820e-001
4.454832e+002,4.040866e-001
4.459653e+002,3.988483e-001
4.464474e+002,3.938044e-001
4.469295e+002,3.898742e-001
4.474117e+002,3.875459e-001
4.478938e+002,3.868739e-001
4.483759e+002,3.876322e-001
4.488580e+002,3.895512e-001
4.493401e+002,3.925030e-001
4.498223e+002,3.965293e-001
4.503044e+002,4.017155e-001
4.507865e+002,4.079771e-001
4.512686e+002,4.148716e-001
4.517508e+002,4.215398e-001
4.522329e+002,4.269214e-001
4.527150e+002,4.302323e-001
4.531971e+002,4.313875e-001
4.536793e+002,4.309770e-001
4.541614e+002,4.298292e-001
4.546435e+002,4.285224e-001
4.551256e+002,4.271471e-001
4.556078e+002,4.253555e-001
4.560899e+002,4.226294e-001
4.565720e+002,4.187039e-001
4.570541e+002,4.139449e-001
4.575363e+002,4.093673e-001
4.580184e+002,4.061659e-001
4.585005e+002,4.050623e-001
4.589826e+002,4.059632e-001
4.594648e+002,4.081166e-001
4.599469e+002,4.105404e-001
4.604290e+002,4.124457e-001
4.609111e+002,4.134605e-001
4.613933e+002,4.136156e-001
4.618754e+002,4.131762e-001
4.623575e+002,4.124402e-001
4.628396e+002,4.115995e-001
4.633218e+002,4.106965e-001
4.638039e+002,4.098107e-001
4.642860e+002,4.090628e-001
4.647681e+002,4.086788e-001
4.652503e+002,4.089104e-001
4.657324e+002,4.098868e-001
4.662145e+002,4.114745e-001
4.666967e+002,4.132206e-001
4.671788e+002,4.144504e-001
4.676609e+002,4.145342e-001
4.681430e+002,4.132205e-001
4.686251e+002,4.107949e-001
4.691073e+002,4.079485e-001
4.695894e+002,4.054806e-001
4.700715e+002,4.040438e-001
4.705536e+002,4.040334e-001
4.710358e+002,4.055965e-001
4.715179e+002,4.086907e-001
4.720000e+002,4.131604e-001
4.724821e+002,4.187897e-001
4.729643e+002,4.252984e-001
4.734464e+002,4.322726e-001
4.739285e+002,4.391036e-001
4.744106e+002,4.450010e-001
4.748928e+002,4.491319e-001
4.753749e+002,4.508620e-001
4.758570e+002,4.499990e-001
4.763391e+002,4.469192e-001
4.768213e+002,4.424712e-001
4.773034e+002,4.377013e-001
4.777855e+002,4.335233e-001
4.782676e+002,4.304858e-001
4.787498e+002,4.287194e-001
4.792319e+002,4.280719e-001
4.797140e+002,4.283459e-001
4.801961e+002,4.295067e-001
4.806783e+002,4.317445e-001
4.811604e+002,4.353696e-001
4.816425e+002,4.406046e-001
4.821246e+002,4.473687e-001
4.826068e+002,4.551596e-001
4.830889e+002,4.631272e-001
4.835710e+002,4.703661e-001
4.840531e+002,4.763094e-001
4.845352e+002,4.809667e-001
4.850174e+002,4.848772e-001
4.854995e+002,4.888220e-001
4.859816e+002,4.935121e-001
4.864637e+002,4.994004e-001
4.869459e+002,5.066567e-001
4.874280e+002,5.152650e-001
4.879101e+002,5.251539e-001
4.883922e+002,5.362583e-001
4.888744e+002,5.484905e-001
4.893565e+002,5.616315e-001
4.898386e+002,5.752521e-001
4.903207e+002,5.887402e-001
4.908029e+002,6.014947e-001
4.912850e+002,6.132008e-001
4.917671e+002,6.239904e-001
4.922492e+002,6.343126e-001
4.927314e+002,6.445681e-001
4.932135e+002,6.547359e-001
4.936956e+002,6.642588e-001
4.941777e+002,6.722754e-001
4.946599e+002,6.781586e-001
4.951420e+002,6.819405e-001
4.956241e+002,6.844077e-001
4.961062e+002,6.867173e-001
4.965883e+002,6.897976e-001
4.970705e+002,6.938499e-001
4.975526e+002,6.982043e-001
4.980347e+002,7.016105e-001
4.985168e+002,7.028598e-001
4.989990e+002,7.014292e-001
4.994811e+002,6.977467e-001
4.999632e+002,6.929205e-001
5.004454e+002,6.881742e-001
5.009275e+002,6.843174e-001
5.014096e+002,6.815187e-001
5.018917e+002,6.794804e-001
5.023738e+002,6.779332e-001
5.028560e+002,6.771501e-001
5.033381e+002,6.780749e-001
5.038202e+002,6.819939e-001
5.043024e+002,6.900430e-001
5.047845e+002,7.028298e-001
5.052666e+002,7.202387e-001
5.057487e+002,7.414097e-001
5.062308e+002,7.649711e-001
5.067130e+002,7.895995e-001
5.071951e+002,8.147556e-001
5.076772e+002,8.410814e-001
5.081594e+002,8.701140e-001
5.086415e+002,9.034473e-001
5.091236e+002,9.418394e-001
5.096057e+002,9.846572e-001
5.100878e+002,1.029905e+000
5.105700e+002,1.074933e+000
5.110521e+002,1.117640e+000
5.115342e+002,1.157396e+000
5.120164e+002,1.194912e+000
5.124985e+002,1.230932e+000
5.129806e+002,1.264672e+000
5.134627e+002,1.293057e+000
5.139448e+002,1.311607e+000
5.144269e+002,1.316844e+000
5.149091e+002,1.308572e+000
5.153912e+002,1.289817e+000
5.158734e+002,1.264527e+000
5.163555e+002,1.235175e+000
5.168376e+002,1.202075e+000
5.173197e+002,1.164500e+000
