Wavenumber(cm-1),Transmittance(%),Absorbance(A.U.)
2.245000000000000000e+03,9.978415766069468873e+01,2.000938404471007903e+00
2.245500000000000000e+03,9.978397627245544754e+01,2.000939193934835103e+00
2.246000000000000000e+03,9.978378764654542010e+01,2.000940014901009700e+00
2.246500000000000000e+03,9.978359181770352393e+01,2.000940867218514274e+00
2.247000000000000000e+03,9.978338881779868075e+01,2.000941750748828074e+00
2.247500000000000000e+03,9.978317867588749834e+01,2.000942665365675666e+00
2.248000000000000000e+03,9.978296141826889709e+01,2.000943610954791119e+00
2.248500000000000000e+03,9.978273706853541114e+01,2.000944587413691522e+00
2.249000000000000000e+03,9.978250564762136321e+01,2.000945594651470927e+00
2.249500000000000000e+03,9.978226717384794142e+01,2.000946632588601837e+00
2.250000000000000000e+03,9.978202166296517817e+01,2.000947701156753578e+00
2.250500000000000000e+03,9.978176912819087363e+01,2.000948800298622210e+00
2.251000000000000000e+03,9.978150958024652084e+01,2.000949929967775542e+00
2.251500000000000000e+03,9.978124302739016116e+01,2.000951090128508358e+00
2.252000000000000000e+03,9.978096947544636919e+01,2.000952280755713630e+00
2.252500000000000000e+03,9.978068892783323918e+01,2.000953501834765280e+00
2.253000000000000000e+03,9.978040138558650085e+01,2.000954753361412042e+00
2.253500000000000000e+03,9.978010684738063674e+01,2.000956035341685979e+00
2.254000000000000000e+03,9.977980530954727101e+01,2.000957347791823882e+00
2.254500000000000000e+03,9.977949676609058827e+01,2.000958690738198875e+00
2.255000000000000000e+03,9.977918120869991014e+01,2.000960064217266687e+00
2.255500000000000000e+03,9.977885862675952922e+01,2.000961468275522570e+00
2.256000000000000000e+03,9.977852900735560127e+01,2.000962902969471546e+00
2.256500000000000000e+03,9.977819233528029486e+01,2.000964368365611090e+00
2.257000000000000000e+03,9.977784859303315557e+01,2.000965864540424022e+00
2.257500000000000000e+03,9.977749776081959965e+01,2.000967391580387833e+00
2.258000000000000000e+03,9.977713981654666497e+01,2.000968949581990231e+00
2.258500000000000000e+03,9.977677473581586298e+01,2.000970538651762887e+00
2.259000000000000000e+03,9.977640249191341582e+01,2.000972158906323628e+00
2.259500000000000000e+03,9.977602305579745234e+01,2.000973810472431946e+00
2.260000000000000000e+03,9.977563639608257517e+01,2.000975493487055612e+00
2.260500000000000000e+03,9.977524247902150023e+01,2.000977208097454163e+00
2.261000000000000000e+03,9.977484126848388257e+01,2.000978954461266834e+00
2.261500000000000000e+03,9.977443272593228585e+01,2.000980732746622248e+00
2.262000000000000000e+03,9.977401681039533798e+01,2.000982543132250768e+00
2.262500000000000000e+03,9.977359347843788839e+01,2.000984385807619059e+00
2.263000000000000000e+03,9.977316268412837985e+01,2.000986260973069530e+00
2.263500000000000000e+03,9.977272437900322188e+01,2.000988168839977099e+00
2.264000000000000000e+03,9.977227851202817988e+01,2.000990109630917946e+00
2.264500000000000000e+03,9.977182502955690779e+01,2.000992083579848480e+00
2.265000000000000000e+03,9.977136387528629768e+01,2.000994090932303404e+00
2.265500000000000000e+03,9.977089499020894436e+01,2.000996131945599554e+00
2.266000000000000000e+03,9.977041831256238424e+01,2.000998206889059716e+00
2.266500000000000000e+03,9.976993377777537830e+01,2.001000316044246219e+00
2.267000000000000000e+03,9.976944131841089813e+01,2.001002459705210068e+00
2.267500000000000000e+03,9.976894086410598561e+01,2.001004638178751627e+00
2.268000000000000000e+03,9.976843234150841511e+01,2.001006851784699503e+00
2.268500000000000000e+03,9.976791567420994511e+01,2.001009100856198764e+00
2.269000000000000000e+03,9.976739078267642924e+01,2.001011385740018689e+00
2.269500000000000000e+03,9.976685758417436034e+01,2.001013706796870739e+00
2.270000000000000000e+03,9.976631599269410344e+01,2.001016064401745176e+00
2.270500000000000000e+03,9.976576591886960443e+01,2.001018458944260114e+00
2.271000000000000000e+03,9.976520726989463128e+01,2.001020890829027454e+00
2.271500000000000000e+03,9.976463994943529201e+01,2.001023360476034352e+00
2.272000000000000000e+03,9.976406385753901418e+01,2.001025868321039347e+00
2.272500000000000000e+03,9.976347889053977269e+01,2.001028414815988032e+00
2.273000000000000000e+03,9.976288494095955173e+01,2.001031000429440709e+00
2.273500000000000000e+03,9.976228189740592711e+01,2.001033625647019143e+00
2.274000000000000000e+03,9.976166964446585439e+01,2.001036290971872411e+00
2.274500000000000000e+03,9.976104806259534996e+01,2.001038996925154301e+00
2.275000000000000000e+03,9.976041702800520738e+01,2.001041744046525572e+00
2.275500000000000000e+03,9.975977641254262096e+01,2.001044532894667771e+00
2.276000000000000000e+03,9.975912608356857447e+01,2.001047364047820132e+00
2.276500000000000000e+03,9.975846590383099510e+01,2.001050238104330248e+00
2.277000000000000000e+03,9.975779573133360145e+01,2.001053155683230056e+00
2.277500000000000000e+03,9.975711541920033198e+01,2.001056117424823810e+00
2.278000000000000000e+03,9.975642481553522600e+01,2.001059123991301369e+00
2.278500000000000000e+03,9.975572376327789925e+01,2.001062176067368359e+00
2.279000000000000000e+03,9.975501210005417363e+01,2.001065274360898094e+00
2.279500000000000000e+03,9.975428965802217363e+01,2.001068419603603488e+00
2.280000000000000000e+03,9.975355626371353424e+01,2.001071612551728940e+00
2.280500000000000000e+03,9.975281173786966349e+01,2.001074853986765323e+00
2.281000000000000000e+03,9.975205589527320171e+01,2.001078144716186724e+00
2.281500000000000000e+03,9.975128854457427963e+01,2.001081485574207619e+00
2.282000000000000000e+03,9.975050948811168894e+01,2.001084877422563135e+00
2.282500000000000000e+03,9.974971852172890863e+01,2.001088321151313298e+00
2.283000000000000000e+03,9.974891543458468846e+01,2.001091817679668594e+00
2.283500000000000000e+03,9.974810000895838868e+01,2.001095367956840398e+00
2.284000000000000000e+03,9.974727202004976334e+01,2.001098972962915834e+00
2.284500000000000000e+03,9.974643123577320125e+01,2.001102633709754830e+00
2.285000000000000000e+03,9.974557741654633958e+01,2.001106351241913384e+00
2.285500000000000000e+03,9.974471031507293617e+01,2.001110126637592579e+00
2.286000000000000000e+03,9.974382967612000073e+01,2.001113961009610254e+00
2.286500000000000000e+03,9.974293523628888636e+01,2.001117855506402865e+00
2.287000000000000000e+03,9.974202672378058310e+01,2.001121811313048227e+00
2.287500000000000000e+03,9.974110385815484392e+01,2.001125829652319776e+00
2.288000000000000000e+03,9.974016635008322851e+01,2.001129911785763049e+00
2.288500000000000000e+03,9.973921390109583740e+01,2.001134059014805011e+00
2.289000000000000000e+03,9.973824620332194968e+01,2.001138272681884267e+00
2.289500000000000000e+03,9.973726293922405262e+01,2.001142554171615462e+00
2.290000000000000000e+03,9.973626378132561854e+01,2.001146904911976332e+00
2.290500000000000000e+03,9.973524839193225944e+01,2.001151326375529838e+00
2.291000000000000000e+03,9.973421642284633037e+01,2.001155820080668502e+00
2.291500000000000000e+03,9.973316751507486799e+01,2.001160387592892054e+00
2.292000000000000000e+03,9.973210129853084993e+01,2.001165030526113942e+00
2.292500000000000000e+03,9.973101739172754776e+01,2.001169750543996706e+00
2.293000000000000000e+03,9.972991540146621503e+01,2.001174549361318000e+00
2.293500000000000000e+03,9.972879492251666989e+01,2.001179428745368138e+00
2.294000000000000000e+03,9.972765553729112753e+01,2.001184390517374734e+00
2.294500000000000000e+03,9.972649681551079937e+01,2.001189436553963308e+00
2.295000000000000000e+03,9.972531831386561407e+01,2.001194568788644546e+00
2.295500000000000000e+03,9.972411957566677643e+01,2.001199789213334856e+00
2.296000000000000000e+03,9.972290013049214963e+01,2.001205099879908023e+00
2.296500000000000000e+03,9.972165949382447536e+01,2.001210502901778820e+00
2.297000000000000000e+03,9.972039716668247422e+01,2.001216000455517285e+00
2.297500000000000000e+03,9.971911263524452806e+01,2.001221594782498059e+00
2.298000000000000000e+03,9.971780537046528536e+01,2.001227288190575937e+00
2.298500000000000000e+03,9.971647482768493376e+01,2.001233083055800499e+00
2.299000000000000000e+03,9.971512044623111137e+01,2.001238981824157825e+00
2.299500000000000000e+03,9.971374164901369852e+01,2.001244987013345522e+00
2.300000000000000000e+03,9.971233784211213447e+01,2.001251101214583272e+00
2.300500000000000000e+03,9.971090841435561458e+01,2.001257327094450034e+00
2.301000000000000000e+03,9.970945273689594046e+01,2.001263667396759427e+00
2.301500000000000000e+03,9.970797016277313674e+01,2.001270124944462214e+00
2.302000000000000000e+03,9.970646002647386297e+01,2.001276702641583416e+00
2.302500000000000000e+03,9.970492164348269171e+01,2.001283403475192291e+00
2.303000000000000000e+03,9.970335430982613900e+01,2.001290230517401181e+00
2.303500000000000000e+03,9.970175730160971739e+01,2.001297186927398553e+00
2.304000000000000000e+03,9.970012987454791187e+01,2.001304275953512235e+00
2.304500000000000000e+03,9.969847126348723521e+01,2.001311500935304188e+00
2.305000000000000000e+03,9.969678068192229148e+01,2.001318865305696360e+00
2.305500000000000000e+03,9.969505732150521737e+01,2.001326372593125846e+00
2.306000000000000000e+03,9.969330035154825964e+01,2.001334026423731594e+00
2.306500000000000000e+03,9.969150891851982976e+01,2.001341830523570398e+00
2.307000000000000000e+03,9.968968214553406426e+01,2.001349788720863110e+00
2.307500000000000000e+03,9.968781913183397592e+01,2.001357904948265709e+00
2.308000000000000000e+03,9.968591895226846589e+01,2.001366183245175456e+00
2.308500000000000000e+03,9.968398065676313990e+01,2.001374627760059255e+00
2.309000000000000000e+03,9.968200326978528381e+01,2.001383242752809544e+00
2.309500000000000000e+03,9.967998578980302682e+01,2.001392032597130388e+00
2.310000000000000000e+03,9.967792718873886315e+01,2.001401001782945777e+00
2.310500000000000000e+03,9.967582641141797239e+01,2.001410154918833673e+00
2.311000000000000000e+03,9.967368237501106876e+01,2.001419496734484049e+00
2.311500000000000000e+03,9.967149396847247544e+01,2.001429032083182680e+00
2.312000000000000000e+03,9.966926005197335314e+01,2.001438765944313136e+00
2.312500000000000000e+03,9.966697945633042366e+01,2.001448703425883657e+00
2.313000000000000000e+03,9.966465098243043030e+01,2.001458849767072223e+00
2.313500000000000000e+03,9.966227340065054818e+01,2.001469210340793392e+00
2.314000000000000000e+03,9.965984545027514230e+01,2.001479790656279789e+00
2.314500000000000000e+03,9.965736583890898714e+01,2.001490596361684471e+00
2.315000000000000000e+03,9.965483324188747360e+01,2.001501633246696610e+00
2.315500000000000000e+03,9.965224630168388842e+01,2.001512907245172279e+00
2.316000000000000000e+03,9.964960362731426358e+01,2.001524424437779004e+00
2.316500000000000000e+03,9.964690379374006568e+01,2.001536191054651415e+00
2.317000000000000000e+03,9.964414534126913736e+01,2.001548213478056670e+00
2.317500000000000000e+03,9.964132677495518919e+01,2.001560498245070541e+00
2.318000000000000000e+03,9.963844656399633948e+01,2.001573052050258816e+00
2.318500000000000000e+03,9.963550314113298612e+01,2.001585881748364937e+00
2.319000000000000000e+03,9.963249490204550796e+01,2.001598994357001171e+00
2.319500000000000000e+03,9.962942020475222193e+01,2.001612397059342907e+00
2.320000000000000000e+03,9.962627736900805075e+01,2.001626097206821164e+00
2.320500000000000000e+03,9.962306467570429902e+01,2.001640102321815995e+00
2.321000000000000000e+03,9.961978036627007782e+01,2.001654420100343668e+00
2.321500000000000000e+03,9.961642264207593200e+01,2.001669058414740299e+00
2.322000000000000000e+03,9.961298966383999698e+01,2.001684025316336601e+00
2.322500000000000000e+03,9.960947955103743823e+01,2.001699329038122421e+00
2.323000000000000000e+03,9.960589038131347195e+01,2.001714977997401057e+00
2.323500000000000000e+03,9.960222018990076265e+01,2.001730980798428483e+00
2.324000000000000000e+03,9.959846696904159558e+01,2.001747346235033476e+00
2.324500000000000000e+03,9.959462866741547771e+01,2.001764083293223084e+00
2.325000000000000000e+03,9.959070318957273571e+01,2.001781201153762790e+00
2.325500000000000000e+03,9.958668839537476458e+01,2.001798709194735792e+00
2.326000000000000000e+03,9.958258209944156647e+01,2.001816616994073428e+00
2.326500000000000000e+03,9.957838207060711966e+01,2.001834934332056726e+00
2.327000000000000000e+03,9.957408603138338776e+01,2.001853671193788653e+00
2.327500000000000000e+03,9.956969165743345229e+01,2.001872837771628610e+00
2.328000000000000000e+03,9.956519657705473492e+01,2.001892444467590515e+00
2.328500000000000000e+03,9.956059837067262208e+01,2.001912501895703134e+00
2.329000000000000000e+03,9.955589457034564305e+01,2.001933020884322900e+00
2.329500000000000000e+03,9.955108265928244293e+01,2.001954012478406320e+00
2.330000000000000000e+03,9.954616007137181555e+01,2.001975487941726417e+00
2.330500000000000000e+03,9.954112419072602336e+01,2.001997458759044779e+00
2.331000000000000000e+03,9.953597235123859832e+01,2.002019936638222308e+00
2.331500000000000000e+03,9.953070183615709254e+01,2.002042933512275358e+00
2.332000000000000000e+03,9.952530987767173087e+01,2.002066461541368803e+00
2.332500000000000000e+03,9.951979365652067600e+01,2.002090533114745163e+00
2.333000000000000000e+03,9.951415030161274444e+01,2.002115160852585785e+00
2.333500000000000000e+03,9.950837688966836936e+01,2.002140357607800070e+00
2.334000000000000000e+03,9.950247044487962000e+01,2.002166136467741886e+00
2.334500000000000000e+03,9.949642793859013068e+01,2.002192510755846477e+00
2.335000000000000000e+03,9.949024628899572065e+01,2.002219494033185665e+00
2.335500000000000000e+03,9.948392236086662876e+01,2.002247100099943111e+00
2.336000000000000000e+03,9.947745296529211601e+01,2.002275342996793217e+00
2.336500000000000000e+03,9.947083485944830272e+01,2.002304237006197418e+00
2.337000000000000000e+03,9.946406474639023543e+01,2.002333796653598785e+00
2.337500000000000000e+03,9.945713927486870887e+01,2.002364036708522921e+00
2.338000000000000000e+03,9.945005503917317924e+01,2.002394972185572719e+00
2.338500000000000000e+03,9.944280857900108117e+01,2.002426618345321430e+00
2.339000000000000000e+03,9.943539637935494113e+01,2.002458990695094698e+00
2.339500000000000000e+03,9.942781487046775624e+01,2.002492104989640254e+00
2.340000000000000000e+03,9.942006042775763319e+01,2.002525977231683463e+00
2.340500000000000000e+03,9.941212937181262532e+01,2.002560623672361650e+00
2.341000000000000000e+03,9.940401796840646398e+01,2.002596060811536294e+00
2.341500000000000000e+03,9.939572242854616491e+01,2.002632305397979540e+00
2.342000000000000000e+03,9.938723890855224852e+01,2.002669374429428828e+00
2.342500000000000000e+03,9.937856351017249779e+01,2.002707285152512728e+00
2.343000000000000000e+03,9.936969228073002114e+01,2.002746055062536001e+00
2.343500000000000000e+03,9.936062121330640196e+01,2.002785701903126103e+00
2.344000000000000000e+03,9.935134624696087258e+01,2.002826243665739803e+00
2.344500000000000000e+03,9.934186326698619496e+01,2.002867698589017920e+00
2.345000000000000000e+03,9.933216810520202955e+01,2.002910085157994846e+00
2.345500000000000000e+03,9.932225654028655981e+01,2.002953422103155745e+00
2.346000000000000000e+03,9.931212429814729603e+01,2.002997728399332988e+00
2.346500000000000000e+03,9.930176705233147061e+01,2.003043023264450717e+00
2.347000000000000000e+03,9.929118042447697690e+01,2.003089326158102423e+00
2.347500000000000000e+03,9.928035998480450530e+01,2.003136656779967772e+00
2.348000000000000000e+03,9.926930125265150195e+01,2.003185035068058895e+00
2.348500000000000000e+03,9.925799969704857517e+01,2.003234481196798811e+00
2.349000000000000000e+03,9.924645073733910294e+01,2.003285015574927108e+00
2.349500000000000000e+03,9.923464974384243931e+01,2.003336658843230200e+00
2.350000000000000000e+03,9.922259203856147280e+01,2.003389431872093951e+00
2.350500000000000000e+03,9.921027289593500598e+01,2.003443355758876443e+00
2.351000000000000000e+03,9.919768754363545327e+01,2.003498451825100002e+00
2.351500000000000000e+03,9.918483116341222683e+01,2.003554741613458479e+00
2.352000000000000000e+03,9.917169889198162025e+01,2.003612246884637571e+00
2.352500000000000000e+03,9.915828582196306229e+01,2.003670989613950404e+00
2.353000000000000000e+03,9.914458700286257908e+01,2.003730991987780374e+00
2.353500000000000000e+03,9.913059744210353585e+01,2.003792276399836148e+00
2.354000000000000000e+03,9.911631210610501341e+01,2.003854865447213029e+00
2.354500000000000000e+03,9.910172592140810366e+01,2.003918781926261605e+00
2.355000000000000000e+03,9.908683377585023777e+01,2.003984048828261866e+00
2.355500000000000000e+03,9.907163051978787394e+01,2.004050689334901492e+00
2.356000000000000000e+03,9.905611096736735988e+01,2.004118726813560958e+00
2.356500000000000000e+03,9.904026989784441071e+01,2.004188184812398354e+00
2.357000000000000000e+03,9.902410205695190371e+01,2.004259087055241917e+00
2.357500000000000000e+03,9.900760215831608946e+01,2.004331457436282271e+00
2.358000000000000000e+03,9.899076488492107728e+01,2.004405320014571057e+00
2.358500000000000000e+03,9.897358489062156650e+01,2.004480699008320155e+00
2.359000000000000000e+03,9.895605680170342566e+01,2.004557618789008622e+00
2.359500000000000000e+03,9.893817521849200602e+01,2.004636103875292008e+00
2.360000000000000000e+03,9.891993471700779139e+01,2.004716178926719383e+00
2.360500000000000000e+03,9.890132985066902904e+01,2.004797868737255406e+00
2.361000000000000000e+03,9.888235515204100068e+01,2.004881198228614547e+00
2.361500000000000000e+03,9.886300513463113759e+01,2.004966192443401685e+00
2.362000000000000000e+03,9.884327429472976689e+01,2.005052876538066187e+00
2.362500000000000000e+03,9.882315711329560770e+01,2.005141275775673027e+00
2.363000000000000000e+03,9.880264805788534943e+01,2.005231415518486493e+00
2.363500000000000000e+03,9.878174158462667265e+01,2.005323321220375377e+00
2.364000000000000000e+03,9.876043214023364669e+01,2.005417018419041408e+00
2.364500000000000000e+03,9.873871416406383617e+01,2.005512532728071839e+00
2.365000000000000000e+03,9.871658209021597941e+01,2.005609889828821046e+00
2.365500000000000000e+03,9.869403034966713051e+01,2.005709115462126491e+00
2.366000000000000000e+03,9.867105337244832697e+01,2.005810235419859922e+00
2.366500000000000000e+03,9.864764558985746135e+01,2.005913275536320928e+00
2.367000000000000000e+03,9.862380143670809218e+01,2.006018261679474612e+00
2.367500000000000000e+03,9.859951535361277308e+01,2.006125219742043608e+00
2.368000000000000000e+03,9.857478178929974888e+01,2.006234175632450434e+00
2.368500000000000000e+03,9.854959520296104358e+01,2.006345155265627511e+00
2.369000000000000000e+03,9.852395006663097377e+01,2.006458184553687740e+00
2.369500000000000000e+03,9.849784086759278523e+01,2.006573289396475168e+00
2.370000000000000000e+03,9.847126211081233293e+01,2.006690495671988650e+00
2.370500000000000000e+03,9.844420832139638833e+01,2.006809829226696706e+00
2.371000000000000000e+03,9.841667404707425248e+01,2.006931315865742693e+00
2.371500000000000000e+03,9.838865386070037289e+01,2.007054981343051381e+00
2.372000000000000000e+03,9.836014236277598854e+01,2.007180851351343165e+00
2.372500000000000000e+03,9.833113418398797023e+01,2.007308951512064343e+00
2.373000000000000000e+03,9.830162398776226951e+01,2.007439307365240122e+00
2.373500000000000000e+03,9.827160647283025696e+01,2.007571944359262339e+00
2.374000000000000000e+03,9.824107637580509333e+01,2.007706887840614129e+00
2.374500000000000000e+03,9.821002847376635714e+01,2.007844163043547514e+00
2.375000000000000000e+03,9.817845758684997293e+01,2.007983795079719247e+00
2.375500000000000000e+03,9.814635858084137965e+01,2.008125808927794687e+00
2.376000000000000000e+03,9.811372636976911110e+01,2.008270229423028574e+00
2.376500000000000000e+03,9.808055591849635846e+01,2.008417081246835156e+00
2.377000000000000000e+03,9.804684224530780057e+01,2.008566388916357859e+00
2.377500000000000000e+03,9.801258042448898777e+01,2.008718176774043407e+00
2.378000000000000000e+03,9.797776558889569287e+01,2.008872468977237258e+00
2.378500000000000000e+03,9.794239293251015965e+01,2.009029289487810122e+00
2.379000000000000000e+03,9.790645771298179056e+01,2.009188662061821784e+00
2.379500000000000000e+03,9.786995525414913288e+01,2.009350610239238666e+00
2.380000000000000000e+03,9.783288094854057704e+01,2.009515157333713109e+00
2.380500000000000000e+03,9.779523025985058382e+01,2.009682326422437715e+00
2.381000000000000000e+03,9.775699872538883994e+01,2.009852140336082726e+00
2.381500000000000000e+03,9.771818195849930078e+01,2.010024621648831111e+00
2.382000000000000000e+03,9.767877565094622128e+01,2.010199792668522445e+00
2.382500000000000000e+03,9.763877557526447504e+01,2.010377675426913147e+00
2.383000000000000000e+03,9.759817758707106350e+01,2.010558291670071274e+00
2.383500000000000000e+03,9.755697762733518630e+01,2.010741662848906763e+00
2.384000000000000000e+03,9.751517172460418692e+01,2.010927810109859770e+00
2.384500000000000000e+03,9.747275599718233252e+01,2.011116754285747987e+00
2.385000000000000000e+03,9.742972665526018261e+01,2.011308515886790715e+00
2.385500000000000000e+03,9.738608000299173284e+01,2.011503115091814564e+00
2.386000000000000000e+03,9.734181244051700332e+01,2.011700571739653221e+00
2.386500000000000000e+03,9.729692046592757038e+01,2.011900905320749722e+00
2.387000000000000000e+03,9.725140067717312320e+01,2.012104134968973668e+00
2.387500000000000000e+03,9.720524977390667232e+01,2.012310279453652040e+00
2.388000000000000000e+03,9.715846455926667602e+01,2.012519357171835832e+00
2.388500000000000000e+03,9.711104194159432268e+01,2.012731386140793166e+00
2.389000000000000000e+03,9.706297893608450522e+01,2.012946383990747989e+00
2.389500000000000000e+03,9.701427266636920876e+01,2.013164367957863021e+00
2.390000000000000000e+03,9.696492036603227405e+01,2.013385354877469613e+00
2.390500000000000000e+03,9.691491938005488294e+01,2.013609361177552959e+00
2.391000000000000000e+03,9.686426716619122601e+01,2.013836402872486886e+00
2.391500000000000000e+03,9.681296129627457958e+01,2.014066495557023106e+00
2.392000000000000000e+03,9.676099945745362163e+01,2.014299654400533157e+00
2.392500000000000000e+03,9.670837945336035091e+01,2.014535894141495032e+00
2.393000000000000000e+03,9.665509920521019183e+01,2.014775229082220953e+00
2.393500000000000000e+03,9.660115675283640257e+01,2.015017673083824068e+00
2.394000000000000000e+03,9.654655025566077597e+01,2.015263239561403186e+00
2.394500000000000000e+03,9.649127799360340418e+01,2.015511941479442015e+00
2.395000000000000000e+03,9.643533836793515945e+01,2.015763791347402023e+00
2.395500000000000000e+03,9.637872990207669943e+01,2.016018801215491596e+00
2.396000000000000000e+03,9.632145124234899924e+01,2.016276982670594187e+00
2.396500000000000000e+03,9.626350115868100943e+01,2.016538346832317696e+00
2.397000000000000000e+03,9.620487854528089144e+01,2.016802904349150882e+00
2.397500000000000000e+03,9.614558242127824883e+01,2.017070665394681495e+00
2.398000000000000000e+03,9.608561193134561051e+01,2.017341639663841502e+00
2.398500000000000000e+03,9.602496634630890071e+01,2.017615836369137661e+00
2.399000000000000000e+03,9.596364506375702774e+01,2.017893264236817252e+00
2.399500000000000000e+03,9.590164760866277049e+01,2.018173931502913909e+00
2.400000000000000000e+03,9.583897363402778069e+01,2.018457845909114035e+00
2.400500000000000000e+03,9.577562292156629553e+01,2.018745014698378526e+00
2.401000000000000000e+03,9.571159538244346265e+01,2.019035444610238539e+00
2.401500000000000000e+03,9.564689105808562886e+01,2.019329141875696010e+00
2.402000000000000000e+03,9.558151012108213251e+01,2.019626112211625024e+00
2.402500000000000000e+03,9.551545287619920543e+01,2.019926360814586541e+00
2.403000000000000000e+03,9.544871976152893467e+01,2.020229892353941903e+00
2.403500000000000000e+03,9.538131134979815329e+01,2.020536710964154103e+00
2.404000000000000000e+03,9.531322834986427495e+01,2.020846820236140928e+00
2.404500000000000000e+03,9.524447160842700555e+01,2.021160223207547624e+00
2.405000000000000000e+03,9.517504211198757957e+01,2.021476922351790328e+00
2.405500000000000000e+03,9.510494098908949923e+01,2.021796919565696626e+00
2.406000000000000000e+03,9.503416951287722725e+01,2.022120216155581129e+00
2.406500000000000000e+03,9.496272910401211220e+01,2.022446812821559359e+00
2.407000000000000000e+03,9.489062133398746823e+01,2.022776709639894310e+00
2.407500000000000000e+03,9.481784792888792879e+01,2.023109906043166095e+00
2.408000000000000000e+03,9.474441077364087960e+01,2.023446400798022182e+00
2.408500000000000000e+03,9.467031191681115843e+01,2.023786191980259552e+00
2.409000000000000000e+03,9.459555357599325021e+01,2.024129276946979861e+00
2.409500000000000000e+03,9.452013814385853152e+01,2.024475652305520956e+00
2.410000000000000000e+03,9.444406819491869953e+01,2.024825313878873434e+00
2.410500000000000000e+03,9.436734649306920630e+01,2.025178256667256704e+00
2.411000000000000000e+03,9.428997599998088219e+01,2.025534474805521512e+00
2.411500000000000000e+03,9.421195988441044733e+01,2.025893961516014308e+00
2.412000000000000000e+03,9.413330153250436183e+01,2.026256709056541538e+00
2.412500000000000000e+03,9.405400455917377656e+01,2.026622708663024408e+00
2.413000000000000000e+03,9.397407282062094680e+01,2.026991950486451088e+00
2.413500000000000000e+03,9.389351042810103820e+01,2.027364423523682291e+00
2.414000000000000000e+03,9.381232176300547110e+01,2.027740115541680321e+00
2.414500000000000000e+03,9.373051149335532273e+01,2.028119012994691772e+00
2.415000000000000000e+03,9.364808459179552358e+01,2.028501100933920220e+00
2.415500000000000000e+03,9.356504635518162161e+01,2.028886362909198660e+00
2.416000000000000000e+03,9.348140242585222381e+01,2.029274780862178940e+00
2.416500000000000000e+03,9.339715881467994052e+01,2.029666335010532396e+00
2.417000000000000000e+03,9.331232192599334496e+01,2.030061003722671842e+00
2.417500000000000000e+03,9.322689858446054245e+01,2.030458763382492648e+00
2.418000000000000000e+03,9.314089606402255583e+01,2.030859588243651537e+00
2.418500000000000000e+03,9.305432211896035710e+01,2.031263450272907889e+00
2.419000000000000000e+03,9.296718501717418803e+01,2.031670318982072398e+00
2.419500000000000000e+03,9.287949357574657938e+01,2.032080161248146943e+00
2.420000000000000000e+03,9.279125719885149692e+01,2.032492941121267993e+00
2.420500000000000000e+03,9.270248591806128502e+01,2.032908619620112045e+00
2.421000000000000000e+03,9.261319043508930804e+01,2.033327154514495305e+00
2.421500000000000000e+03,9.252338216699102702e+01,2.033748500094955336e+00
2.422000000000000000e+03,9.243307329382702164e+01,2.034172606929195659e+00
2.422500000000000000e+03,9.234227680877029343e+01,2.034599421605376879e+00
2.423000000000000000e+03,9.225100657061544496e+01,2.035028886462354247e+00
2.423500000000000000e+03,9.215927735861880876e+01,2.035460939307090378e+00
2.424000000000000000e+03,9.206710492956685243e+01,2.035895513119633460e+00
2.424500000000000000e+03,9.197450607693436098e+01,2.036332535746227634e+00
2.425000000000000000e+03,9.188149869195409281e+01,2.036771929581305596e+00
2.425500000000000000e+03,9.178810182637570847e+01,2.037213611239341304e+00
2.426000000000000000e+03,9.169433575664355374e+01,2.037657491217783168e+00
2.426500000000000000e+03,9.160022204917056854e+01,2.038103473552535849e+00
2.427000000000000000e+03,9.150578362632941776e+01,2.038551455467765283e+00
2.427500000000000000e+03,9.141104483272124526e+01,2.039001327022087473e+00
2.428000000000000000e+03,9.131603150121907220e+01,2.039452970753551586e+00
2.428500000000000000e+03,9.122077101821514589e+01,2.039906261326157377e+00
2.429000000000000000e+03,9.112529238743279336e+01,2.040361065181020450e+00
2.429500000000000000e+03,9.102962629159132746e+01,2.040817240195677229e+00
2.430000000000000000e+03,9.093380515114071727e+01,2.041274635355397660e+00
2.430500000000000000e+03,9.083786317921058640e+01,2.041733090440772003e+00
2.431000000000000000e+03,9.074183643184828441e+01,2.042192435736217337e+00
2.431500000000000000e+03,9.064576285255357391e+01,2.042652491764421541e+00
2.432000000000000000e+03,9.054968231005574353e+01,2.043113069052095998e+00
2.432500000000000000e+03,9.045363662822435913e+01,2.043573967932730717e+00
2.433000000000000000e+03,9.035766960695941918e+01,2.044034978392325286e+00
2.433500000000000000e+03,9.026182703287318532e+01,2.044495879964282725e+00
2.434000000000000000e+03,9.016615667855667482e+01,2.044956441679828707e+00
2.434500000000000000e+03,9.007070828922181249e+01,2.045416422080366559e+00
2.435000000000000000e+03,8.997553355552796006e+01,2.045875569298174046e+00
2.435500000000000000e+03,8.988068607144110445e+01,2.046333621211699594e+00
2.436000000000000000e+03,8.978622127604049297e+01,2.046790305681451816e+00
2.436500000000000000e+03,8.969219637827863778e+01,2.047245340872076103e+00
2.437000000000000000e+03,8.959867026382484312e+01,2.047698435665648908e+00
2.437500000000000000e+03,8.950570338327420927e+01,2.048149290170503178e+00
2.438000000000000000e+03,8.941335762119159369e+01,2.048597596329005732e+00
2.438500000000000000e+03,8.932169614567744986e+01,2.049043038626638502e+00
