Wavenumber(cm-1),Transmittance(%),Absorbance(A.U.)
9.110000000000000000e+02,9.399175227595054594e+01,2.026910253827908015e+00
9.115000000000000000e+02,9.400507838035385078e+01,2.026848684134449741e+00
9.120000000000000000e+02,9.401608942755110832e+01,2.026797817127303780e+00
9.125000000000000000e+02,9.402571556518599039e+01,2.026753352775765737e+00
9.130000000000000000e+02,9.403483827628070912e+01,2.026711218016395755e+00
9.135000000000000000e+02,9.404426602272495472e+01,2.026667678695255326e+00
9.140000000000000000e+02,9.405471047882977587e+01,2.026619449090375724e+00
9.145000000000000000e+02,9.406676530801513536e+01,2.026563789886334899e+00
9.150000000000000000e+02,9.408088945232098865e+01,2.026498585374984618e+00
9.155000000000000000e+02,9.409739662579576702e+01,2.026422391946723689e+00
9.160000000000000000e+02,9.411645214330027898e+01,2.026334452550293097e+00
9.165000000000000000e+02,9.413807745489165768e+01,2.026234675365064852e+00
9.170000000000000000e+02,9.416216192167607346e+01,2.026123578840538730e+00
9.175000000000000000e+02,9.418848060958889334e+01,2.026002208816500172e+00
9.180000000000000000e+02,9.421671632195436530e+01,2.025872036036083568e+00
9.185000000000000000e+02,9.424648381896363958e+01,2.025734843631529003e+00
9.190000000000000000e+02,9.427735419682447571e+01,2.025592614033191019e+00
9.195000000000000000e+02,9.430887767591603676e+01,2.025447423443067496e+00
9.200000000000000000e+02,9.434060349071678786e+01,2.025301349927820738e+00
9.205000000000000000e+02,9.437209608613757439e+01,2.025156398787069101e+00
9.210000000000000000e+02,9.440294731717352761e+01,2.025014446553589753e+00
9.215000000000000000e+02,9.443278475898982549e+01,2.024877203074293419e+00
9.220000000000000000e+02,9.446127653061722640e+01,2.024746189751727599e+00
9.225000000000000000e+02,9.448813321242266738e+01,2.024622731215342419e+00
9.230000000000000000e+02,9.451310750971740049e+01,2.024507957370194955e+00
9.235000000000000000e+02,9.453599230675446563e+01,2.024402812821706199e+00
9.240000000000000000e+02,9.455661769399705463e+01,2.024308070971116980e+00
9.245000000000000000e+02,9.457484746133788178e+01,2.024224350503128989e+00
9.250000000000000000e+02,9.459057545005998691e+01,2.024152132455834252e+00
9.255000000000000000e+02,9.460372205990118744e+01,2.024091776512826346e+00
9.260000000000000000e+02,9.461423112233390498e+01,2.024043535553103013e+00
9.265000000000000000e+02,9.462206728050209392e+01,2.024007567820881981e+00
9.270000000000000000e+02,9.462721396054361378e+01,2.023983946333624218e+00
9.275000000000000000e+02,9.462967197672914210e+01,2.023972665339957011e+00
9.280000000000000000e+02,9.462945878140104128e+01,2.023973643782098097e+00
9.285000000000000000e+02,9.462660834710722213e+01,2.023986725823838650e+00
9.290000000000000000e+02,9.462117164957786031e+01,2.024011678589334728e+00
9.295000000000000000e+02,9.461321770346646076e+01,2.024048187333008286e+00
9.300000000000000000e+02,9.460283508559166421e+01,2.024095848338391512e+00
9.305000000000000000e+02,9.459013386072658136e+01,2.024154159933281072e+00
9.310000000000000000e+02,9.457524780128613884e+01,2.024222512117267669e+00
9.315000000000000000e+02,9.455833676375115715e+01,2.024300175429377457e+00
9.320000000000000000e+02,9.453958905141850266e+01,2.024386289838152386e+00
9.325000000000000000e+02,9.451922355630465233e+01,2.024479854608409735e+00
9.330000000000000000e+02,9.449749143539426655e+01,2.024579720276199257e+00
9.335000000000000000e+02,9.447467704219789653e+01,2.024684584026254175e+00
9.340000000000000000e+02,9.445109780978285130e+01,2.024792989886561756e+00
9.345000000000000000e+02,9.442710277363488558e+01,2.024903335197095089e+00
9.350000000000000000e+02,9.440306944042143300e+01,2.025013884734071290e+00
9.355000000000000000e+02,9.437939876030678477e+01,2.025122793637621044e+00
9.360000000000000000e+02,9.435650805239998817e+01,2.025228139868207489e+00
9.365000000000000000e+02,9.433482186767194833e+01,2.025327966292732373e+00
9.370000000000000000e+02,9.431476094749800154e+01,2.025420331691439202e+00
9.375000000000000000e+02,9.429672963709616340e+01,2.025503369035649648e+00
9.380000000000000000e+02,9.428110232119884415e+01,2.025575348408900744e+00
9.385000000000000000e+02,9.426820963672577136e+01,2.025634741059811450e+00
9.390000000000000000e+02,9.425832535276008173e+01,2.025680280431635616e+00
9.395000000000000000e+02,9.425165486245748525e+01,2.025711015750029986e+00
9.400000000000000000e+02,9.424832618391936023e+01,2.025726353966121884e+00
9.405000000000000000e+02,9.424838421142993639e+01,2.025726086576546958e+00
9.410000000000000000e+02,9.425178870681290277e+01,2.025710399020023367e+00
9.415000000000000000e+02,9.425841620271688726e+01,2.025679861841386487e+00
9.420000000000000000e+02,9.426806564799389321e+01,2.025635404417689411e+00
9.425000000000000000e+02,9.428046730732344827e+01,2.025578273533278573e+00
9.430000000000000000e+02,9.429529417545887782e+01,2.025509980270371990e+00
9.435000000000000000e+02,9.431217501063662212e+01,2.025432239408688773e+00
9.440000000000000000e+02,9.433070804380822949e+01,2.025346905746109538e+00
9.445000000000000000e+02,9.435047447431136902e+01,2.025255911492085392e+00
9.450000000000000000e+02,9.437105099765865646e+01,2.025161208245494393e+00
9.455000000000000000e+02,9.439202079796501721e+01,2.025064716187905844e+00
9.460000000000000000e+02,9.441298264487880942e+01,2.024968282149437027e+00
9.465000000000000000e+02,9.443355793511587137e+01,2.024873647267363630e+00
9.470000000000000000e+02,9.445339569145180292e+01,2.024782424152412830e+00
9.475000000000000000e+02,9.447217566550916956e+01,2.024696082858624901e+00
9.480000000000000000e+02,9.448960978108944175e+01,2.024615944536509282e+00
9.485000000000000000e+02,9.450544220458891687e+01,2.024543181423350102e+00
9.490000000000000000e+02,9.451944834465778911e+01,2.024478821757931257e+00
9.495000000000000000e+02,9.453143307303840004e+01,2.024423758259990880e+00
9.500000000000000000e+02,9.454122843096966733e+01,2.024378758947368961e+00
9.505000000000000000e+02,9.454869104825299075e+01,2.024344479240472783e+00
9.510000000000000000e+02,9.455369946111483159e+01,2.024321474496179274e+00
9.515000000000000000e+02,9.455615147476873972e+01,2.024310212301277723e+00
9.520000000000000000e+02,9.455596167991464540e+01,2.024311084026059859e+00
9.525000000000000000e+02,9.455305920085972105e+01,2.024324415284734169e+00
9.530000000000000000e+02,9.454738572706629895e+01,2.024350475068605881e+00
9.535000000000000000e+02,9.453889385961346647e+01,2.024389483411108248e+00
9.540000000000000000e+02,9.452754578876047731e+01,2.024441617513456748e+00
9.545000000000000000e+02,9.451331230775089409e+01,2.024507016309617935e+00
9.550000000000000000e+02,9.449617216033472289e+01,2.024585783483479062e+00
9.555000000000000000e+02,9.447611171434039079e+01,2.024677988973659470e+00
9.560000000000000000e+02,9.445312495017431331e+01,2.024783669016194665e+00
9.565000000000000000e+02,9.442721375060155253e+01,2.024902824785841382e+00
9.570000000000000000e+02,9.439838847587628834e+01,2.025035419706256334e+00
9.575000000000000000e+02,9.436666880562783888e+01,2.025181375510627824e+00
9.580000000000000000e+02,9.433208482531053107e+01,2.025340567150140103e+00
9.585000000000000000e+02,9.429467833001196198e+01,2.025512816670162586e+00
9.590000000000000000e+02,9.425450431157489106e+01,2.025697886205259035e+00
9.595000000000000000e+02,9.421163258602391011e+01,2.025895470285498767e+00
9.600000000000000000e+02,9.416614950703736042e+01,2.026105187698966414e+00
9.605000000000000000e+02,9.411815969770964330e+01,2.026326573218747207e+00
9.610000000000000000e+02,9.406778771742095557e+01,2.026559069575726735e+00
9.615000000000000000e+02,9.401517956393614384e+01,2.026802020138317673e+00
9.620000000000000000e+02,9.396050389399574954e+01,2.027054662841696331e+00
9.625000000000000000e+02,9.390395283024358264e+01,2.027316125984894413e+00
9.630000000000000000e+02,9.384574221048735865e+01,2.027585426574201488e+00
9.635000000000000000e+02,9.378611112962609297e+01,2.027861471923419590e+00
9.640000000000000000e+02,9.372532062804336306e+01,2.028143065211540641e+00
9.645000000000000000e+02,9.366365139586392274e+01,2.028428915631833362e+00
9.650000000000000000e+02,9.360140039283270141e+01,2.028717653630162765e+00
9.655000000000000000e+02,9.353887633041584593e+01,2.029007851515723271e+00
9.660000000000000000e+02,9.347639402620644944e+01,2.029298049432638251e+00
9.665000000000000000e+02,9.341426771885318203e+01,2.029586786314475866e+00
9.670000000000000000e+02,9.335280351994424564e+01,2.029872635026535921e+00
9.675000000000000000e+02,9.329229127031386781e+01,2.030154240466553794e+00
9.680000000000000000e+02,9.323299615255200479e+01,2.030430358988294604e+00
9.685000000000000000e+02,9.317515047822911356e+01,2.030699897186285074e+00
9.690000000000000000e+02,9.311894610682091411e+01,2.030961947885147278e+00
9.695000000000000000e+02,9.306452795487768981e+01,2.031215821156084900e+00
9.700000000000000000e+02,9.301198901382352346e+01,2.031461068360438826e+00
9.705000000000000000e+02,9.296136721334292474e+01,2.031697497595267965e+00
9.710000000000000000e+02,9.291264435088045559e+01,2.031925179460166930e+00
9.715000000000000000e+02,9.286574716791814410e+01,2.032144442723708977e+00
9.720000000000000000e+02,9.282055050569432808e+01,2.032355860169560380e+00
9.725000000000000000e+02,9.277688233351227609e+01,2.032560225567004775e+00
9.730000000000000000e+02,9.273453032703976362e+01,2.032758523264858397e+00
9.735000000000000000e+02,9.269324959357658145e+01,2.032951892295710827e+00
9.740000000000000000e+02,9.265277110240224090e+01,2.033141587068398426e+00
9.745000000000000000e+02,9.261281038141174804e+01,2.033328936718011626e+00
9.750000000000000000e+02,9.257307608142460253e+01,2.033515304997162154e+00
9.755000000000000000e+02,9.253327807805240468e+01,2.033702052271183280e+00
9.760000000000000000e+02,9.249313486700390285e+01,2.033890500774727439e+00
9.765000000000000000e+02,9.245238010112959159e+01,2.034081903850600614e+00
9.770000000000000000e+02,9.241076820653761104e+01,2.034277419470382320e+00
9.775000000000000000e+02,9.236807909313237985e+01,2.034478087966695714e+00
9.780000000000000000e+02,9.232412203690194019e+01,2.034684813612989807e+00
9.785000000000000000e+02,9.227873885465815817e+01,2.034898349480435797e+00
9.790000000000000000e+02,9.223180651621891002e+01,2.035119284885570590e+00
9.795000000000000000e+02,9.218323934518481622e+01,2.035348034712038068e+00
9.800000000000000000e+02,9.213299094936306233e+01,2.035584829936589291e+00
9.805000000000000000e+02,9.208105599780395778e+01,2.035829708802793014e+00
9.810000000000000000e+02,9.202747192573463053e+01,2.036082508254694279e+00
9.815000000000000000e+02,9.197232060381575991e+01,2.036342855455819389e+00
9.820000000000000000e+02,9.191572995663628376e+01,2.036610159464952385e+00
9.825000000000000000e+02,9.185787546005470006e+01,2.036883603405846621e+00
9.830000000000000000e+02,9.179898139139355351e+01,2.037162137737225098e+00
9.835000000000000000e+02,9.173932165502250768e+01,2.037444475481229755e+00
9.840000000000000000e+02,9.167921996403450180e+01,2.037729090476561478e+00
9.845000000000000000e+02,9.161904913300159592e+01,2.038014219855649678e+00
9.850000000000000000e+02,9.155922923409799807e+01,2.038297871969393160e+00
9.855000000000000000e+02,9.150022439549155706e+01,2.038577840866838464e+00
9.860000000000000000e+02,9.144253808094801173e+01,2.038851728159003507e+00
9.865000000000000000e+02,9.138670678309873097e+01,2.039116972653615800e+00
9.870000000000000000e+02,9.133329218386029424e+01,2.039370887567081958e+00
9.875000000000000000e+02,9.128287197097556316e+01,2.039610704462700319e+00
9.880000000000000000e+02,9.123602962953589213e+01,2.039833622425441639e+00
9.885000000000000000e+02,9.119334362700358554e+01,2.040036860482577818e+00
9.890000000000000000e+02,9.115537645514038445e+01,2.040217711036006687e+00
9.895000000000000000e+02,9.112266396455166273e+01,2.040373592175301454e+00
9.900000000000000000e+02,9.109570532332053006e+01,2.040502097213047872e+00
9.905000000000000000e+02,9.107495376575003831e+01,2.040601040555821033e+00
9.910000000000000000e+02,9.106080810631384281e+01,2.040668499925526902e+00
9.915000000000000000e+02,9.105360482873832950e+01,2.040702855731351129e+00
9.920000000000000000e+02,9.105361047584111134e+01,2.040702828796607360e+00
9.925000000000000000e+02,9.106101410530153828e+01,2.040667517459806568e+00
9.930000000000000000e+02,9.107591975433849996e+01,2.040596434225854683e+00
9.935000000000000000e+02,9.109833914704798019e+01,2.040489540764075738e+00
9.940000000000000000e+02,9.112818521652867787e+01,2.040347278451350999e+00
9.945000000000000000e+02,9.116526730724243066e+01,2.040170590288681307e+00
9.950000000000000000e+02,9.120928907579747147e+01,2.039960929336873896e+00
9.955000000000000000e+02,9.125985005138937822e+01,2.039720249149898024e+00
9.960000000000000000e+02,9.131645153207594490e+01,2.039450973112383547e+00
9.965000000000000000e+02,9.137850702204167419e+01,2.039155941896265922e+00
9.970000000000000000e+02,9.144535685136477809e+01,2.038838340980608788e+00
9.975000000000000000e+02,9.151628608196776327e+01,2.038501612751611347e+00
9.980000000000000000e+02,9.159054440132297259e+01,2.038149359588643073e+00
9.985000000000000000e+02,9.166736651130737812e+01,2.037785245207522244e+00
9.990000000000000000e+02,9.174599155267304695e+01,2.037412901294771927e+00
9.995000000000000000e+02,9.182568033447245170e+01,2.037035845292359149e+00
1.000000000000000000e+03,9.190572949618245957e+01,2.036657413412438000e+00
1.000500000000000000e+03,9.198548213927378470e+01,2.036280710962382834e+00
1.001000000000000000e+03,9.206433485326878952e+01,2.035908580185770589e+00
1.001500000000000000e+03,9.214174137837308365e+01,2.035543584313945331e+00
1.002000000000000000e+03,9.221721336722517037e+01,2.035188005490307983e+00
1.002500000000000000e+03,9.229031882941710307e+01,2.034843853681323367e+00
1.003000000000000000e+03,9.236067887735552517e+01,2.034512883554711493e+00
1.003500000000000000e+03,9.242796336221412901e+01,2.034196616478672226e+00
1.004000000000000000e+03,9.249188591747144983e+01,2.033896365161885100e+00
1.004500000000000000e+03,9.255219883560540950e+01,2.033613258911873611e+00
1.005000000000000000e+03,9.260868810697047593e+01,2.033348267962577172e+00
1.005500000000000000e+03,9.266116885950907545e+01,2.033102225759960469e+00
1.006000000000000000e+03,9.270948135981888072e+01,2.032875848469470004e+00
1.006500000000000000e+03,9.275348767259747262e+01,2.032669751271015457e+00
1.007000000000000000e+03,9.279306902643423882e+01,2.032484461237892504e+00
1.007500000000000000e+03,9.282812389755304139e+01,2.032320426764975707e+00
1.008000000000000000e+03,9.285856679685031168e+01,2.032178023631536767e+00
1.008500000000000000e+03,9.288432772654724090e+01,2.032057557869263231e+00
1.009000000000000000e+03,9.290535225814628006e+01,2.031959265670280068e+00
1.009500000000000000e+03,9.292160217053975657e+01,2.031883310625722139e+00
1.010000000000000000e+03,9.293305657379022477e+01,2.031829778643633677e+00
1.010500000000000000e+03,9.293971342842988292e+01,2.031798670964568565e+00
1.011000000000000000e+03,9.294159135075543077e+01,2.031789895780808930e+00
1.011500000000000000e+03,9.293873157080187752e+01,2.031803259074285606e+00
1.012000000000000000e+03,9.293119988154121813e+01,2.031838455418971900e+00
1.012500000000000000e+03,9.291908838647790958e+01,2.031895059640897561e+00
1.013000000000000000e+03,9.290251682057234461e+01,2.031972520382240077e+00
1.013500000000000000e+03,9.288163319016101127e+01,2.032070156757435964e+00
1.014000000000000000e+03,9.285661345664486532e+01,2.032187159393851861e+00
1.014500000000000000e+03,9.282765998296328291e+01,2.032322597185333368e+00
1.015000000000000000e+03,9.279499847888223485e+01,2.032475431017764844e+00
1.015500000000000000e+03,9.275887322837327531e+01,2.032644535515637063e+00
1.016000000000000000e+03,9.271954046564022178e+01,2.032828729479008167e+00
1.016500000000000000e+03,9.267725988788575364e+01,2.033026815119038044e+00
1.017000000000000000e+03,9.263228444934449612e+01,2.033237625471338461e+00
1.017500000000000000e+03,9.258484876194046365e+01,2.033460078517426606e+00
1.018000000000000000e+03,9.253515661499503153e+01,2.033693235659862264e+00
1.018500000000000000e+03,9.248336829508154722e+01,2.033936361391880610e+00
1.019000000000000000e+03,9.242958850948704708e+01,2.034188980409863845e+00
1.019500000000000000e+03,9.237385576662732944e+01,2.034450928162124583e+00
1.020000000000000000e+03,9.231613402567225535e+01,2.034722391000224562e+00
1.020500000000000000e+03,9.225630729012365805e+01,2.035003932728163711e+00
1.021000000000000000e+03,9.219417759688843717e+01,2.035296505382243826e+00
1.021500000000000000e+03,9.212946657004449946e+01,2.035601443396660937e+00
1.022000000000000000e+03,9.206182040506932651e+01,2.035920441737722353e+00
1.022500000000000000e+03,9.199081786707802166e+01,2.036255519922636203e+00
1.023000000000000000e+03,9.191598066368416653e+01,2.036608974895792734e+00
1.023500000000000000e+03,9.183678541602729695e+01,2.036983326388983606e+00
1.024000000000000000e+03,9.175267641110552574e+01,2.037381258589535449e+00
1.024500000000000000e+03,9.166307836942958431e+01,2.037805561706036439e+00
1.025000000000000000e+03,9.156740858576139885e+01,2.038259076441471862e+00
1.025500000000000000e+03,9.146508797122632473e+01,2.038744643581106075e+00
1.026000000000000000e+03,9.135555071455627285e+01,2.039265060008584207e+00
1.026500000000000000e+03,9.123825246403298195e+01,2.039823041594595487e+00
1.027000000000000000e+03,9.111267709166401119e+01,2.040421192643638637e+00
1.027500000000000000e+03,9.097834222658865144e+01,2.041061980985995561e+00
1.028000000000000000e+03,9.083480383198732966e+01,2.041747717380963500e+00
1.028500000000000000e+03,9.068166015046362816e+01,2.042480537645810834e+00
1.029000000000000000e+03,9.051855536176658745e+01,2.043262385820044269e+00
1.029500000000000000e+03,9.034518328972498580e+01,2.044094996688615495e+00
1.030000000000000000e+03,9.016129146771189085e+01,2.044979876095891491e+00
1.030500000000000000e+03,8.996668582744570131e+01,2.045918277668669294e+00
1.031000000000000000e+03,8.976123621565528765e+01,2.046911174827436231e+00
1.031500000000000000e+03,8.954488286572163247e+01,2.047959227309958941e+00
1.032000000000000000e+03,8.931764385322429689e+01,2.049062741881831684e+00
1.032500000000000000e+03,8.907962344033808222e+01,2.050221627494857479e+00
1.033000000000000000e+03,8.883102105930522896e+01,2.051435345907773655e+00
1.033500000000000000e+03,8.857214049723597782e+01,2.052702859726568185e+00
1.034000000000000000e+03,8.830339862637224257e+01,2.054022580949329768e+00
1.034500000000000000e+03,8.802533278839165121e+01,2.055392324361851486e+00
1.035000000000000000e+03,8.773860571475542258e+01,2.056809271403597705e+00
1.035500000000000000e+03,8.744400669063568898e+01,2.058269951198246073e+00
1.036000000000000000e+03,8.714244760715725135e+01,2.059770246014289263e+00
1.036500000000000000e+03,8.683495266544667857e+01,2.061305428115477234e+00
1.037000000000000000e+03,8.652264086231971874e+01,2.062870233402738229e+00
1.037500000000000000e+03,8.620670104103517417e+01,2.064458974174910644e+00
1.038000000000000000e+03,8.588836021777268570e+01,2.066065688738200734e+00
1.038500000000000000e+03,8.556884700604061322e+01,2.067684319854668384e+00
1.039000000000000000e+03,8.524935308719724958e+01,2.069308907956890042e+00
1.039500000000000000e+03,8.493099658973683574e+01,2.070933779825701038e+00
1.040000000000000000e+03,8.461479171772478480e+01,2.072553710248696834e+00
1.040500000000000000e+03,8.430162886118610288e+01,2.074164033932900608e+00
1.041000000000000000e+03,8.399226872244321385e+01,2.075760687815593641e+00
1.041500000000000000e+03,8.368735286082751657e+01,2.077340169220159183e+00
1.042000000000000000e+03,8.338743177234601944e+01,2.078899401679258574e+00
1.042500000000000000e+03,8.309301047507865690e+01,2.080435506177017668e+00
1.043000000000000000e+03,8.280461074667653065e+01,2.081945480049801400e+00
1.043500000000000000e+03,8.252284862171018176e+01,2.083425788947347534e+00
1.044000000000000000e+03,8.224852521289906804e+01,2.084871880583364145e+00
1.044500000000000000e+03,8.198272787177829457e+01,2.086277635178449330e+00
1.045000000000000000e+03,8.172693657369970310e+01,2.087634779731295076e+00
1.045500000000000000e+03,8.148312675397851024e+01,2.088932314159541281e+00
1.046000000000000000e+03,8.125385460844239560e+01,2.090156027327937593e+00
1.046500000000000000e+03,8.104230483164216992e+01,2.091288216198738947e+00
1.047000000000000000e+03,8.085227569328100117e+01,2.092307751798080595e+00
1.047500000000000000e+03,8.068807516795476431e+01,2.093190644601698125e+00
1.048000000000000000e+03,8.055430805463662125e+01,2.093911228499563570e+00
1.048500000000000000e+03,8.045555035016758438e+01,2.094443990057146543e+00
1.049000000000000000e+03,8.039593326143624097e+01,2.094765918997649301e+00
1.049500000000000000e+03,8.037868982962622511e+01,2.094859077074078257e+00
1.050000000000000000e+03,8.040574182833536554e+01,2.094712936881852894e+00
1.050500000000000000e+03,8.047741137900520414e+01,2.094326001496576772e+00
1.051000000000000000e+03,8.059232319945985523e+01,2.093706324831354770e+00
1.051500000000000000e+03,8.074752235154380742e+01,2.092870794638479914e+00
1.052000000000000000e+03,8.093878224775761510e+01,2.091843334007432720e+00
1.052500000000000000e+03,8.116103656035777192e+01,2.090652414946123638e+00
1.053000000000000000e+03,8.140885003905020767e+01,2.089328379948637959e+00
1.053500000000000000e+03,8.167684991458018828e+01,2.087901020322425971e+00
1.054000000000000000e+03,8.196006419458852577e+01,2.086397710112903869e+00
1.054500000000000000e+03,8.225414378733867693e+01,2.084842214002377236e+00
1.055000000000000000e+03,8.255547168130325986e+01,2.083254136910635435e+00
1.055500000000000000e+03,8.286117904122656341e+01,2.081648891367732457e+00
1.056000000000000000e+03,8.316909470373573754e+01,2.080038025789810341e+00
1.056500000000000000e+03,8.347765379404671648e+01,2.078429765627401782e+00
1.057000000000000000e+03,8.378578646122714702e+01,2.076829649448652226e+00
1.057500000000000000e+03,8.409280186370646959e+01,2.075241177146940785e+00
1.058000000000000000e+03,8.439827725409217862e+01,2.073666418145403867e+00
1.058500000000000000e+03,8.470195803306107507e+01,2.072106550081041387e+00
1.059000000000000000e+03,8.500367200624251041e+01,2.070562313137432664e+00
1.059500000000000000e+03,8.530325947800105268e+01,2.069034373917300940e+00
1.060000000000000000e+03,8.560051984534717917e+01,2.067523597877984898e+00
1.060500000000000000e+03,8.589517466111551869e+01,2.066031232873211554e+00
1.061000000000000000e+03,8.618684649268122655e+01,2.064559009483102336e+00
1.061500000000000000e+03,8.647505222778303846e+01,2.063109167015467094e+00
1.062000000000000000e+03,8.675920880581887218e+01,2.061684417156158577e+00
1.062500000000000000e+03,8.703864878089510171e+01,2.060287859736384064e+00
1.063000000000000000e+03,8.731264276132033331e+01,2.058922866444071076e+00
1.063500000000000000e+03,8.758042569195988847e+01,2.057592948214230333e+00
1.064000000000000000e+03,8.784122416261037358e+01,2.056301620487766435e+00
1.064500000000000000e+03,8.809428238800042266e+01,2.055052277829960694e+00
1.065000000000000000e+03,8.833888512205217580e+01,2.053848086042038279e+00
1.065500000000000000e+03,8.857437643544345462e+01,2.052691896421816153e+00
1.066000000000000000e+03,8.880017390759984153e+01,2.051586183691702647e+00
1.066500000000000000e+03,8.901577829626751281e+01,2.050533006617323295e+00
1.067000000000000000e+03,8.922077911732827715e+01,2.049533988616493385e+00
1.067500000000000000e+03,8.941485679165195677e+01,2.048590314687677161e+00
1.068000000000000000e+03,8.959778211245460966e+01,2.047702740653098097e+00
1.068500000000000000e+03,8.976941378455862264e+01,2.046871610852676771e+00
1.069000000000000000e+03,8.992969471719439412e+01,2.046096880876131507e+00
1.069500000000000000e+03,9.007864764228153831e+01,2.045378142540502431e+00
1.070000000000000000e+03,9.021637050203838726e+01,2.044714649003370077e+00
1.070500000000000000e+03,9.034303191806972677e+01,2.044105338578786846e+00
1.071000000000000000e+03,9.045886692757935066e+01,2.043548856455032592e+00
1.071500000000000000e+03,9.056417305543332930e+01,2.043043574084337788e+00
1.072000000000000000e+03,9.065930668515900948e+01,2.042587606521109933e+00
1.072500000000000000e+03,9.074467959823805074e+01,2.042178828428067749e+00
1.073000000000000000e+03,9.082075547016593475e+01,2.041814889847959780e+00
1.073500000000000000e+03,9.088804604589809344e+01,2.041493233144303865e+00
1.074000000000000000e+03,9.094710667051994335e+01,2.041211112730403343e+00
1.074500000000000000e+03,9.099853082919592850e+01,2.040965619304443202e+00
1.075000000000000000e+03,9.104294336097916585e+01,2.040753710255152953e+00
1.075500000000000000e+03,9.108099206139721105e+01,2.040572247661153860e+00
1.076000000000000000e+03,9.111333748471278682e+01,2.040418044848768098e+00
1.076500000000000000e+03,9.114064090024476172e+01,2.040287921787571346e+00
1.077000000000000000e+03,9.116355054352472109e+01,2.040178768710700918e+00
1.077500000000000000e+03,9.118268651937172820e+01,2.040087616308758900e+00
1.078000000000000000e+03,9.119862493815077187e+01,2.040011709766709203e+00
1.078500000000000000e+03,9.121188206882997918e+01,2.039948582934768773e+00
1.079000000000000000e+03,9.122289943939367163e+01,2.039896128208678050e+00
1.079500000000000000e+03,9.123203087525908472e+01,2.039852657394217950e+00
1.080000000000000000e+03,9.123953241736877828e+01,2.039816949053838258e+00
1.080500000000000000e+03,9.124555589704974068e+01,2.039788278612736594e+00
1.081000000000000000e+03,9.125014667742556185e+01,2.039766428776744078e+00
1.081500000000000000e+03,9.125324573298374276e+01,2.039751679431974551e+00
1.082000000000000000e+03,9.125469587548579398e+01,2.039744777936279618e+00
1.082500000000000000e+03,9.125425159647519990e+01,2.039746892330400296e+00
1.083000000000000000e+03,9.125159172982174027e+01,2.039759551272045446e+00
1.083500000000000000e+03,9.124633397384423006e+01,2.039784575276017531e+00
1.084000000000000000e+03,9.123805026440922461e+01,2.039824004066757901e+00
1.084500000000000000e+03,9.122628205139905333e+01,2.039880024549384885e+00
1.085000000000000000e+03,9.121055467877371825e+01,2.039954903189963975e+00
1.085500000000000000e+03,9.119039027157444366e+01,2.040050925618088318e+00
1.086000000000000000e+03,9.116531875794817097e+01,2.040170345187099166e+00
1.086500000000000000e+03,9.113488687079430406e+01,2.040315341192364240e+00
1.087000000000000000e+03,9.109866515982605506e+01,2.040487986561238198e+00
1.087500000000000000e+03,9.105625318766894338e+01,2.040690224150806475e+00
1.088000000000000000e+03,9.100728317854355964e+01,2.040923850341742174e+00
1.088500000000000000e+03,9.095142243713618768e+01,2.041190504387541349e+00
1.089000000000000000e+03,9.088837486469103055e+01,2.041491661937360647e+00
1.089500000000000000e+03,9.081788187734370865e+01,2.041828631258094440e+00
1.090000000000000000e+03,9.073972298663011316e+01,2.042202550897218138e+00
1.090500000000000000e+03,9.065371624139999085e+01,2.042614387817208055e+00
1.091000000000000000e+03,9.055971866009710425e+01,2.043064935366903256e+00
1.091500000000000000e+03,9.045762670721586574e+01,2.043554810813857259e+00
1.092000000000000000e+03,9.034737679139996658e+01,2.044084452528157403e+00
1.092500000000000000e+03,9.022894568839635099e+01,2.044654117268124072e+00
1.093000000000000000e+03,9.010235072345896867e+01,2.045263878356018861e+00
1.093500000000000000e+03,8.996764948919080496e+01,2.045913625827456617e+00
1.094000000000000000e+03,8.982493883183026639e+01,2.046603069865117863e+00
1.094500000000000000e+03,8.967435281851778939e+01,2.047331748952087693e+00
1.095000000000000000e+03,8.951605940784158122e+01,2.048099044163996130e+00
1.095500000000000000e+03,8.935025559348635227e+01,2.048904200822780464e+00
1.096000000000000000e+03,8.917716088177428446e+01,2.049746358326468787e+00
1.096500000000000000e+03,8.899700909999889120e+01,2.050624588334779119e+00
1.097000000000000000e+03,8.881003870917854215e+01,2.051537940644954983e+00
1.097500000000000000e+03,8.861648199961757655e+01,2.052485495090687451e+00
1.098000000000000000e+03,8.841655375920478832e+01,2.053466416737639300e+00
1.098500000000000000e+03,8.821044019401094261e+01,2.054480010669548218e+00
1.099000000000000000e+03,8.799828901585421193e+01,2.055525771920251987e+00
1.099500000000000000e+03,8.778020166107909006e+01,2.056603425767267179e+00
1.100000000000000000e+03,8.755622854604193606e+01,2.057712953784310184e+00
1.100500000000000000e+03,8.732636808914747917e+01,2.058854601809258167e+00
1.101000000000000000e+03,8.709056994601165513e+01,2.060028867290001564e+00
1.101500000000000000e+03,8.684874254036355978e+01,2.061236465204617563e+00
1.102000000000000000e+03,8.660076456889285623e+01,2.062478273726470412e+00
1.102500000000000000e+03,8.634649975954364720e+01,2.063755262797461576e+00
1.103000000000000000e+03,8.608581381341626582e+01,2.065068410569139701e+00
1.103500000000000000e+03,8.581859219485407664e+01,2.066418614098631146e+00
1.104000000000000000e+03,8.554475727434373766e+01,2.067806601629511576e+00
1.104500000000000000e+03,8.526428328486035468e+01,2.069232854186489501e+00
