Wavenumber(cm-1),Absorbance(A.U.)
1.300000000000000000e+03,3.336761613596705978e-02
1.301000000000000000e+03,3.531260718060424963e-02
1.302000000000000000e+03,3.728929595280483511e-02
1.303000000000000000e+03,3.929023989599977895e-02
1.304000000000000000e+03,4.130734312681516585e-02
1.305000000000000000e+03,4.333188923655195701e-02
1.306000000000000000e+03,4.535458446471785088e-02
1.307000000000000000e+03,4.736561155448804072e-02
1.308000000000000000e+03,4.935469442484263780e-02
1.309000000000000000e+03,5.131117359005776812e-02
1.310000000000000000e+03,5.322409202610955958e-02
1.311000000000000000e+03,5.508229092896343992e-02
1.312000000000000000e+03,5.687451453714431615e-02
1.313000000000000000e+03,5.858952290779373406e-02
1.314000000000000000e+03,6.021621125108134187e-02
1.315000000000000000e+03,6.174373415356448902e-02
1.316000000000000000e+03,6.316163276977126984e-02
1.317000000000000000e+03,6.445996284687605105e-02
1.318000000000000000e+03,6.562942128444526624e-02
1.319000000000000000e+03,6.666146883427170877e-02
1.320000000000000000e+03,6.754844652781044623e-02
1.321000000000000000e+03,6.828368349243296720e-02
1.322000000000000000e+03,6.886159399175184603e-02
1.323000000000000000e+03,6.927776180544675810e-02
1.324000000000000000e+03,6.952901045199921803e-02
1.325000000000000000e+03,6.961345825065623494e-02
1.326000000000000000e+03,6.953055780870132097e-02
1.327000000000000000e+03,6.928112019328369620e-02
1.328000000000000000e+03,6.886732478425883208e-02
1.329000000000000000e+03,6.829271658025182212e-02
1.330000000000000000e+03,6.756219351231340653e-02
1.331000000000000000e+03,6.668198706896677486e-02
1.332000000000000000e+03,6.565964020648884514e-02
1.333000000000000000e+03,6.450398705471771521e-02
1.334000000000000000e+03,6.322513926994721700e-02
1.335000000000000000e+03,6.183448396489121812e-02
1.336000000000000000e+03,6.034469788993135353e-02
1.337000000000000000e+03,5.876978187911174878e-02
1.338000000000000000e+03,5.712511844457779375e-02
1.339000000000000000e+03,5.542755375532193440e-02
1.340000000000000000e+03,5.369550304623316173e-02
1.341000000000000000e+03,5.194907578355567601e-02
1.342000000000000000e+03,5.021021372155298756e-02
1.343000000000000000e+03,4.850283143593903112e-02
1.344000000000000000e+03,4.685294518477167713e-02
1.345000000000000000e+03,4.528877225564786890e-02
1.346000000000000000e+03,4.384077958375787176e-02
1.347000000000000000e+03,4.254165767071160786e-02
1.348000000000000000e+03,4.142619400324476509e-02
1.349000000000000000e+03,4.053101954172078081e-02
1.350000000000000000e+03,3.989420264499954349e-02
1.351000000000000000e+03,3.955466717209676908e-02
1.352000000000000000e+03,3.955141552486973744e-02
1.353000000000000000e+03,3.992254307595466400e-02
1.354000000000000000e+03,4.070403773276165538e-02
1.355000000000000000e+03,4.192836730203763906e-02
1.356000000000000000e+03,4.362286788310765218e-02
1.357000000000000000e+03,4.580795888072786148e-02
1.358000000000000000e+03,4.849522466417188760e-02
1.359000000000000000e+03,5.168541977421026168e-02
1.360000000000000000e+03,5.536647424839857834e-02
1.361000000000000000e+03,5.951159823817686600e-02
1.362000000000000000e+03,6.407761024152303087e-02
1.363000000000000000e+03,6.900363963475619755e-02
1.364000000000000000e+03,7.421037897894589008e-02
1.365000000000000000e+03,7.960008013133434979e-02
1.366000000000000000e+03,8.505749373110016442e-02
1.367000000000000000e+03,9.045193556531128110e-02
1.368000000000000000e+03,9.564061642860210988e-02
1.369000000000000000e+03,1.004732868018378689e-01
1.370000000000000000e+03,1.047981214807034434e-01
1.371000000000000000e+03,1.084686086146746664e-01
1.372000000000000000e+03,1.113510308436622687e-01
1.373000000000000000e+03,1.133319638509076022e-01
1.374000000000000000e+03,1.143251079378029278e-01
1.375000000000000000e+03,1.142767477963637646e-01
1.376000000000000000e+03,1.131692272026796342e-01
1.377000000000000000e+03,1.110220268806576538e-01
1.378000000000000000e+03,1.078903146519623046e-01
1.379000000000000000e+03,1.038611439838701411e-01
1.380000000000000000e+03,9.904774923293224731e-02
1.381000000000000000e+03,9.358257257993840561e-02
1.382000000000000000e+03,8.760973227097945681e-02
1.383000000000000000e+03,8.127760638015901762e-02
1.384000000000000000e+03,7.473208637889761086e-02
1.385000000000000000e+03,6.811088792462949293e-02
1.386000000000000000e+03,6.153913005110767109e-02
1.387000000000000000e+03,5.512623722911635937e-02
1.388000000000000000e+03,4.896409809168256189e-02
1.389000000000000000e+03,4.312633487887174155e-02
1.390000000000000000e+03,3.766849537283545324e-02
1.391000000000000000e+03,3.262896628506828378e-02
1.392000000000000000e+03,2.803041450742638219e-02
1.393000000000000000e+03,2.388158201486212384e-02
1.394000000000000000e+03,2.017928508273225674e-02
1.395000000000000000e+03,1.691049453058890428e-02
1.396000000000000000e+03,1.405439843204381312e-02
1.397000000000000000e+03,1.158437099653109037e-02
1.398000000000000000e+03,9.469790858385396248e-03
1.399000000000000000e+03,7.677668979263474469e-03
1.400000000000000000e+03,6.174061114429418851e-03
1.401000000000000000e+03,4.925252616829522978e-03
1.402000000000000000e+03,3.898714446467277384e-03
1.403000000000000000e+03,3.063838680468444764e-03
1.404000000000000000e+03,2.392469550988485238e-03
1.405000000000000000e+03,1.859252004072331488e-03
1.406000000000000000e+03,1.441823921196405678e-03
1.407000000000000000e+03,1.120880488703290823e-03
1.408000000000000000e+03,8.801398401925286663e-04
1.409000000000000000e+03,7.062382273450573678e-04
1.410000000000000000e+03,5.885808667447367526e-04
1.411000000000000000e+03,5.191715833103849320e-04
1.412000000000000000e+03,4.924407581285983326e-04
1.413000000000000000e+03,5.050872042287046781e-04
1.414000000000000000e+03,5.559457078767593430e-04
1.415000000000000000e+03,6.458882942335097965e-04
1.416000000000000000e+03,7.777639468895536368e-04
1.417000000000000000e+03,9.563786095891924077e-04
1.418000000000000000e+03,1.188514850344102314e-03
1.419000000000000000e+03,1.482988558108688792e-03
1.420000000000000000e+03,1.850738429908682647e-03
1.421000000000000000e+03,2.304942739871584934e-03
1.422000000000000000e+03,2.861156908519513209e-03
1.423000000000000000e+03,3.537464665546385945e-03
1.424000000000000000e+03,4.354635087672642513e-03
1.425000000000000000e+03,5.336277472079542505e-03
1.426000000000000000e+03,6.508985861532590178e-03
1.427000000000000000e+03,7.902465060452890100e-03
1.428000000000000000e+03,9.549630161876931922e-03
1.429000000000000000e+03,1.148667192667529591e-02
1.430000000000000000e+03,1.375308078972370396e-02
1.431000000000000000e+03,1.639162276769146054e-02
1.432000000000000000e+03,1.944826104552355162e-02
1.433000000000000000e+03,2.297201743926846618e-02
1.434000000000000000e+03,2.701476816799242009e-02
1.435000000000000000e+03,3.163096829583889047e-02
1.436000000000000000e+03,3.687729869051969978e-02
1.437000000000000000e+03,4.281222823800034938e-02
1.438000000000000000e+03,4.949548219648525205e-02
1.439000000000000000e+03,5.698740480021968757e-02
1.440000000000000000e+03,6.534820036482513750e-02
1.441000000000000000e+03,7.463703203100324757e-02
1.442000000000000000e+03,8.491095075354326838e-02
1.443000000000000000e+03,9.622361907072241038e-02
1.444000000000000000e+03,1.086237845216930786e-01
1.445000000000000000e+03,1.221534464099889306e-01
1.446000000000000000e+03,1.368456473090939873e-01
1.447000000000000000e+03,1.527218081264720695e-01
1.448000000000000000e+03,1.697885143587316570e-01
1.449000000000000000e+03,1.880336543723393206e-01
1.450000000000000000e+03,2.074218131445255686e-01
1.451000000000000000e+03,2.278888448569513780e-01
1.452000000000000000e+03,2.493355969992039345e-01
1.453000000000000000e+03,2.716208539878757211e-01
1.454000000000000000e+03,2.945537312106982775e-01
1.455000000000000000e+03,3.178860044186027078e-01
1.456000000000000000e+03,3.413052226150909974e-01
1.457000000000000000e+03,3.644299220728970390e-01
1.458000000000000000e+03,3.868087848720664912e-01
1.459000000000000000e+03,4.079260368917148050e-01
1.460000000000000000e+03,4.272155202164731325e-01
1.461000000000000000e+03,4.440853740695192009e-01
1.462000000000000000e+03,4.579537980924919260e-01
1.463000000000000000e+03,4.682938618703138545e-01
1.464000000000000000e+03,4.746821740827491531e-01
1.465000000000000000e+03,4.768434674131398765e-01
1.466000000000000000e+03,4.746821740405302581e-01
1.467000000000000000e+03,4.682938617833412032e-01
1.468000000000000000e+03,4.579537979556023153e-01
1.469000000000000000e+03,4.440853738747301271e-01
1.470000000000000000e+03,4.272155199526541658e-01
1.471000000000000000e+03,4.079260365440935399e-01
1.472000000000000000e+03,3.868087844215251092e-01
1.473000000000000000e+03,3.644299214950066368e-01
1.474000000000000000e+03,3.413052218788257264e-01
1.475000000000000000e+03,3.178860034846586746e-01
1.476000000000000000e+03,2.945537300293166183e-01
1.477000000000000000e+03,2.716208524960466164e-01
1.478000000000000000e+03,2.493355951170881379e-01
1.479000000000000000e+03,2.278888424833047655e-01
1.480000000000000000e+03,2.074218101508569223e-01
1.481000000000000000e+03,1.880336505954387505e-01
1.482000000000000000e+03,1.697885095911098041e-01
1.483000000000000000e+03,1.527218021040948059e-01
1.484000000000000000e+03,1.368456396955977095e-01
1.485000000000000000e+03,1.221534367762797668e-01
1.486000000000000000e+03,1.086237723194221072e-01
1.487000000000000000e+03,9.622360359754034143e-02
1.488000000000000000e+03,8.491093110715697279e-02
1.489000000000000000e+03,7.463700704774267614e-02
1.490000000000000000e+03,6.534816853643410361e-02
1.491000000000000000e+03,5.698736415956107138e-02
1.492000000000000000e+03,4.949543015822932546e-02
1.493000000000000000e+03,4.281216137335985827e-02
1.494000000000000000e+03,3.687721240444008508e-02
1.495000000000000000e+03,3.163085635903040149e-02
1.496000000000000000e+03,2.701462203219473501e-02
1.497000000000000000e+03,2.297182522857865727e-02
1.498000000000000000e+03,1.944800606441376978e-02
1.499000000000000000e+03,1.639128129055977823e-02
1.500000000000000000e+03,1.375261878810873917e-02
1.501000000000000000e+03,1.148604023627375348e-02
1.502000000000000000e+03,9.548757376286021170e-03
1.503000000000000000e+03,7.901247141995026979e-03
1.504000000000000000e+03,6.507271056898966677e-03
1.505000000000000000e+03,5.333844582465330220e-03
1.506000000000000000e+03,4.351162435877853341e-03
1.507000000000000000e+03,3.532486189381289776e-03
1.508000000000000000e+03,2.854000653077948257e-03
1.509000000000000000e+03,2.294645585873666960e-03
1.510000000000000000e+03,1.835929154429649657e-03
1.511000000000000000e+03,1.461729265995082017e-03
1.512000000000000000e+03,1.158088452318128958e-03
1.513000000000000000e+03,9.130074048839809109e-04
1.514000000000000000e+03,7.162415904398145017e-04
1.515000000000000000e+03,5.591046475446059816e-04
1.516000000000000000e+03,4.342815167834856993e-04
1.517000000000000000e+03,3.356535232406088198e-04
1.518000000000000000e+03,2.581369383727327715e-04
1.519000000000000000e+03,1.975359216552785568e-04
1.520000000000000000e+03,1.504101953917480472e-04
1.521000000000000000e+03,1.139573473081245680e-04
1.522000000000000000e+03,8.590928738216874194e-05
1.523000000000000000e+03,6.444210522982274369e-05
1.524000000000000000e+03,4.809837589569987415e-05
1.525000000000000000e+03,3.572083605174469767e-05
1.526000000000000000e+03,2.639628884670841558e-05
1.527000000000000000e+03,1.940858281668234042e-05
1.528000000000000000e+03,1.419953736814250078e-05
1.529000000000000000e+03,1.033674411687890426e-05
1.530000000000000000e+03,7.487250619053753553e-06
1.531000000000000000e+03,5.396222918063742213e-06
1.532000000000000000e+03,3.869779357401625930e-06
1.533000000000000000e+03,2.761285178287664621e-06
1.534000000000000000e+03,1.960491669672492776e-06
1.535000000000000000e+03,1.384992370789817073e-06
1.536000000000000000e+03,9.735502450869404356e-07
1.537000000000000000e+03,6.809229107229697320e-07
1.538000000000000000e+03,4.738775054580202095e-07
1.539000000000000000e+03,3.281427389811852890e-07
1.540000000000000000e+03,2.260934877096332229e-07
1.541000000000000000e+03,1.550036234920781908e-07
1.542000000000000000e+03,1.057363188117221853e-07
1.543000000000000000e+03,7.176869654124118370e-08
1.544000000000000000e+03,4.847016099596146432e-08
1.545000000000000000e+03,3.257184788552081045e-08
1.546000000000000000e+03,2.177904656619489288e-08
1.547000000000000000e+03,1.448984887630899721e-08
1.548000000000000000e+03,9.592181493545126614e-09
1.549000000000000000e+03,6.318288336970567798e-09
1.550000000000000000e+03,4.141045728545122984e-09
1.551000000000000000e+03,2.700530687960167597e-09
1.552000000000000000e+03,1.752333389504201477e-09
1.553000000000000000e+03,1.131391424991079475e-09
1.554000000000000000e+03,7.268379231817334585e-10
1.555000000000000000e+03,4.646123485940734099e-10
1.556000000000000000e+03,2.955102829105271667e-10
1.557000000000000000e+03,1.870177346319223943e-10
1.558000000000000000e+03,1.177664632479036300e-10
1.559000000000000000e+03,7.378853084105685411e-11
1.560000000000000000e+03,4.600275715915813635e-11
1.561000000000000000e+03,2.853695058036009868e-11
1.562000000000000000e+03,1.761413237488795858e-11
1.563000000000000000e+03,1.081801315194752533e-11
1.564000000000000000e+03,6.610711977828032104e-12
1.565000000000000000e+03,4.019673482957841770e-12
1.566000000000000000e+03,2.432054557743867917e-12
1.567000000000000000e+03,1.463940080270731414e-12
1.568000000000000000e+03,8.768541448489486356e-13
1.569000000000000000e+03,5.226929999935236992e-13
1.570000000000000000e+03,3.099742684753437061e-13
1.571000000000000000e+03,1.829647544582257979e-13
1.572000000000000000e+03,1.074695887837151531e-13
1.573000000000000000e+03,6.283862319378386019e-14
1.574000000000000000e+03,3.641531520770513453e-14
1.575000000000000000e+03,2.109423746787797427e-14
1.576000000000000000e+03,1.221245327087672194e-14
1.577000000000000000e+03,6.883382752675970551e-15
1.578000000000000000e+03,3.996802888650563546e-15
1.579000000000000000e+03,2.220446049250313081e-15
1.580000000000000000e+03,1.332267629550187849e-15
1.581000000000000000e+03,6.661338147750939243e-16
1.582000000000000000e+03,4.440892098500626162e-16
1.583000000000000000e+03,2.220446049250313081e-16
1.584000000000000000e+03,2.220446049250313081e-16
1.585000000000000000e+03,0.000000000000000000e+00
1.586000000000000000e+03,0.000000000000000000e+00
1.587000000000000000e+03,0.000000000000000000e+00
1.588000000000000000e+03,0.000000000000000000e+00
1.589000000000000000e+03,0.000000000000000000e+00
1.590000000000000000e+03,0.000000000000000000e+00
1.591000000000000000e+03,0.000000000000000000e+00
1.592000000000000000e+03,0.000000000000000000e+00
1.593000000000000000e+03,0.000000000000000000e+00
1.594000000000000000e+03,0.000000000000000000e+00
1.595000000000000000e+03,0.000000000000000000e+00
1.596000000000000000e+03,0.000000000000000000e+00
1.597000000000000000e+03,0.000000000000000000e+00
1.598000000000000000e+03,0.000000000000000000e+00
1.599000000000000000e+03,0.000000000000000000e+00
1.600000000000000000e+03,0.000000000000000000e+00
1.601000000000000000e+03,0.000000000000000000e+00
1.602000000000000000e+03,0.000000000000000000e+00
1.603000000000000000e+03,0.000000000000000000e+00
1.604000000000000000e+03,0.000000000000000000e+00
1.605000000000000000e+03,0.000000000000000000e+00
1.606000000000000000e+03,0.000000000000000000e+00
1.607000000000000000e+03,0.000000000000000000e+00
1.608000000000000000e+03,0.000000000000000000e+00
1.609000000000000000e+03,0.000000000000000000e+00
1.610000000000000000e+03,0.000000000000000000e+00
1.611000000000000000e+03,0.000000000000000000e+00
1.612000000000000000e+03,0.000000000000000000e+00
1.613000000000000000e+03,0.000000000000000000e+00
1.614000000000000000e+03,0.000000000000000000e+00
1.615000000000000000e+03,0.000000000000000000e+00
1.616000000000000000e+03,0.000000000000000000e+00
1.617000000000000000e+03,0.000000000000000000e+00
1.618000000000000000e+03,0.000000000000000000e+00
1.619000000000000000e+03,0.000000000000000000e+00
1.620000000000000000e+03,0.000000000000000000e+00
1.621000000000000000e+03,0.000000000000000000e+00
1.622000000000000000e+03,0.000000000000000000e+00
1.623000000000000000e+03,0.000000000000000000e+00
1.624000000000000000e+03,0.000000000000000000e+00
1.625000000000000000e+03,0.000000000000000000e+00
1.626000000000000000e+03,0.000000000000000000e+00
1.627000000000000000e+03,0.000000000000000000e+00
1.628000000000000000e+03,0.000000000000000000e+00
1.629000000000000000e+03,0.000000000000000000e+00
1.630000000000000000e+03,0.000000000000000000e+00
1.631000000000000000e+03,0.000000000000000000e+00
1.632000000000000000e+03,0.000000000000000000e+00
1.633000000000000000e+03,0.000000000000000000e+00
1.634000000000000000e+03,0.000000000000000000e+00
1.635000000000000000e+03,0.000000000000000000e+00
1.636000000000000000e+03,0.000000000000000000e+00
1.637000000000000000e+03,0.000000000000000000e+00
1.638000000000000000e+03,0.000000000000000000e+00
1.639000000000000000e+03,0.000000000000000000e+00
1.640000000000000000e+03,0.000000000000000000e+00
1.641000000000000000e+03,0.000000000000000000e+00
1.642000000000000000e+03,0.000000000000000000e+00
1.643000000000000000e+03,0.000000000000000000e+00
1.644000000000000000e+03,0.000000000000000000e+00
1.645000000000000000e+03,0.000000000000000000e+00
1.646000000000000000e+03,0.000000000000000000e+00
1.647000000000000000e+03,0.000000000000000000e+00
1.648000000000000000e+03,0.000000000000000000e+00
1.649000000000000000e+03,0.000000000000000000e+00
1.650000000000000000e+03,0.000000000000000000e+00
1.651000000000000000e+03,0.000000000000000000e+00
1.652000000000000000e+03,0.000000000000000000e+00
1.653000000000000000e+03,0.000000000000000000e+00
1.654000000000000000e+03,0.000000000000000000e+00
1.655000000000000000e+03,0.000000000000000000e+00
1.656000000000000000e+03,0.000000000000000000e+00
1.657000000000000000e+03,0.000000000000000000e+00
1.658000000000000000e+03,0.000000000000000000e+00
1.659000000000000000e+03,0.000000000000000000e+00
1.660000000000000000e+03,0.000000000000000000e+00
1.661000000000000000e+03,0.000000000000000000e+00
1.662000000000000000e+03,0.000000000000000000e+00
1.663000000000000000e+03,0.000000000000000000e+00
1.664000000000000000e+03,0.000000000000000000e+00
1.665000000000000000e+03,0.000000000000000000e+00
1.666000000000000000e+03,0.000000000000000000e+00
1.667000000000000000e+03,0.000000000000000000e+00
1.668000000000000000e+03,0.000000000000000000e+00
1.669000000000000000e+03,0.000000000000000000e+00
1.670000000000000000e+03,0.000000000000000000e+00
1.671000000000000000e+03,0.000000000000000000e+00
1.672000000000000000e+03,0.000000000000000000e+00
1.673000000000000000e+03,0.000000000000000000e+00
1.674000000000000000e+03,0.000000000000000000e+00
1.675000000000000000e+03,0.000000000000000000e+00
1.676000000000000000e+03,0.000000000000000000e+00
1.677000000000000000e+03,0.000000000000000000e+00
1.678000000000000000e+03,0.000000000000000000e+00
1.679000000000000000e+03,0.000000000000000000e+00
1.680000000000000000e+03,0.000000000000000000e+00
1.681000000000000000e+03,0.000000000000000000e+00
1.682000000000000000e+03,0.000000000000000000e+00
1.683000000000000000e+03,0.000000000000000000e+00
1.684000000000000000e+03,0.000000000000000000e+00
1.685000000000000000e+03,0.000000000000000000e+00
1.686000000000000000e+03,0.000000000000000000e+00
1.687000000000000000e+03,0.000000000000000000e+00
1.688000000000000000e+03,0.000000000000000000e+00
1.689000000000000000e+03,0.000000000000000000e+00
1.690000000000000000e+03,0.000000000000000000e+00
1.691000000000000000e+03,0.000000000000000000e+00
1.692000000000000000e+03,0.000000000000000000e+00
1.693000000000000000e+03,0.000000000000000000e+00
1.694000000000000000e+03,0.000000000000000000e+00
1.695000000000000000e+03,0.000000000000000000e+00
1.696000000000000000e+03,0.000000000000000000e+00
1.697000000000000000e+03,0.000000000000000000e+00
1.698000000000000000e+03,0.000000000000000000e+00
1.699000000000000000e+03,0.000000000000000000e+00
1.700000000000000000e+03,0.000000000000000000e+00
1.701000000000000000e+03,0.000000000000000000e+00
1.702000000000000000e+03,0.000000000000000000e+00
1.703000000000000000e+03,0.000000000000000000e+00
1.704000000000000000e+03,0.000000000000000000e+00
1.705000000000000000e+03,0.000000000000000000e+00
1.706000000000000000e+03,0.000000000000000000e+00
1.707000000000000000e+03,0.000000000000000000e+00
1.708000000000000000e+03,0.000000000000000000e+00
1.709000000000000000e+03,0.000000000000000000e+00
1.710000000000000000e+03,0.000000000000000000e+00
1.711000000000000000e+03,0.000000000000000000e+00
1.712000000000000000e+03,0.000000000000000000e+00
1.713000000000000000e+03,0.000000000000000000e+00
1.714000000000000000e+03,0.000000000000000000e+00
1.715000000000000000e+03,0.000000000000000000e+00
1.716000000000000000e+03,0.000000000000000000e+00
1.717000000000000000e+03,0.000000000000000000e+00
1.718000000000000000e+03,0.000000000000000000e+00
1.719000000000000000e+03,0.000000000000000000e+00
1.720000000000000000e+03,0.000000000000000000e+00
1.721000000000000000e+03,0.000000000000000000e+00
1.722000000000000000e+03,0.000000000000000000e+00
1.723000000000000000e+03,0.000000000000000000e+00
1.724000000000000000e+03,0.000000000000000000e+00
1.725000000000000000e+03,0.000000000000000000e+00
1.726000000000000000e+03,0.000000000000000000e+00
1.727000000000000000e+03,0.000000000000000000e+00
1.728000000000000000e+03,0.000000000000000000e+00
1.729000000000000000e+03,0.000000000000000000e+00
1.730000000000000000e+03,0.000000000000000000e+00
1.731000000000000000e+03,0.000000000000000000e+00
1.732000000000000000e+03,0.000000000000000000e+00
1.733000000000000000e+03,0.000000000000000000e+00
1.734000000000000000e+03,0.000000000000000000e+00
1.735000000000000000e+03,0.000000000000000000e+00
1.736000000000000000e+03,0.000000000000000000e+00
1.737000000000000000e+03,0.000000000000000000e+00
1.738000000000000000e+03,0.000000000000000000e+00
1.739000000000000000e+03,0.000000000000000000e+00
1.740000000000000000e+03,0.000000000000000000e+00
1.741000000000000000e+03,0.000000000000000000e+00
1.742000000000000000e+03,0.000000000000000000e+00
1.743000000000000000e+03,0.000000000000000000e+00
1.744000000000000000e+03,0.000000000000000000e+00
1.745000000000000000e+03,0.000000000000000000e+00
1.746000000000000000e+03,0.000000000000000000e+00
1.747000000000000000e+03,0.000000000000000000e+00
1.748000000000000000e+03,0.000000000000000000e+00
1.749000000000000000e+03,0.000000000000000000e+00
1.750000000000000000e+03,0.000000000000000000e+00
1.751000000000000000e+03,0.000000000000000000e+00
1.752000000000000000e+03,0.000000000000000000e+00
1.753000000000000000e+03,0.000000000000000000e+00
1.754000000000000000e+03,0.000000000000000000e+00
1.755000000000000000e+03,0.000000000000000000e+00
1.756000000000000000e+03,0.000000000000000000e+00
1.757000000000000000e+03,0.000000000000000000e+00
1.758000000000000000e+03,0.000000000000000000e+00
1.759000000000000000e+03,0.000000000000000000e+00
1.760000000000000000e+03,0.000000000000000000e+00
1.761000000000000000e+03,0.000000000000000000e+00
1.762000000000000000e+03,0.000000000000000000e+00
1.763000000000000000e+03,0.000000000000000000e+00
1.764000000000000000e+03,0.000000000000000000e+00
1.765000000000000000e+03,0.000000000000000000e+00
1.766000000000000000e+03,0.000000000000000000e+00
1.767000000000000000e+03,0.000000000000000000e+00
1.768000000000000000e+03,0.000000000000000000e+00
1.769000000000000000e+03,0.000000000000000000e+00
1.770000000000000000e+03,0.000000000000000000e+00
1.771000000000000000e+03,0.000000000000000000e+00
1.772000000000000000e+03,0.000000000000000000e+00
1.773000000000000000e+03,0.000000000000000000e+00
1.774000000000000000e+03,0.000000000000000000e+00
1.775000000000000000e+03,0.000000000000000000e+00
1.776000000000000000e+03,0.000000000000000000e+00
1.777000000000000000e+03,0.000000000000000000e+00
1.778000000000000000e+03,0.000000000000000000e+00
1.779000000000000000e+03,0.000000000000000000e+00
1.780000000000000000e+03,0.000000000000000000e+00
1.781000000000000000e+03,0.000000000000000000e+00
1.782000000000000000e+03,0.000000000000000000e+00
1.783000000000000000e+03,0.000000000000000000e+00
1.784000000000000000e+03,0.000000000000000000e+00
1.785000000000000000e+03,0.000000000000000000e+00
1.786000000000000000e+03,0.000000000000000000e+00
1.787000000000000000e+03,0.000000000000000000e+00
1.788000000000000000e+03,0.000000000000000000e+00
1.789000000000000000e+03,0.000000000000000000e+00
1.790000000000000000e+03,0.000000000000000000e+00
1.791000000000000000e+03,0.000000000000000000e+00
1.792000000000000000e+03,0.000000000000000000e+00
1.793000000000000000e+03,0.000000000000000000e+00
1.794000000000000000e+03,0.000000000000000000e+00
1.795000000000000000e+03,0.000000000000000000e+00
1.796000000000000000e+03,0.000000000000000000e+00
1.797000000000000000e+03,0.000000000000000000e+00
1.798000000000000000e+03,0.000000000000000000e+00
1.799000000000000000e+03,0.000000000000000000e+00
1.800000000000000000e+03,0.000000000000000000e+00
1.801000000000000000e+03,0.000000000000000000e+00
1.802000000000000000e+03,0.000000000000000000e+00
1.803000000000000000e+03,0.000000000000000000e+00
1.804000000000000000e+03,0.000000000000000000e+00
1.805000000000000000e+03,0.000000000000000000e+00
1.806000000000000000e+03,0.000000000000000000e+00
1.807000000000000000e+03,0.000000000000000000e+00
1.808000000000000000e+03,0.000000000000000000e+00
1.809000000000000000e+03,0.000000000000000000e+00
1.810000000000000000e+03,0.000000000000000000e+00
1.811000000000000000e+03,0.000000000000000000e+00
1.812000000000000000e+03,0.000000000000000000e+00
1.813000000000000000e+03,0.000000000000000000e+00
1.814000000000000000e+03,0.000000000000000000e+00
1.815000000000000000e+03,0.000000000000000000e+00
1.816000000000000000e+03,0.000000000000000000e+00
1.817000000000000000e+03,0.000000000000000000e+00
1.818000000000000000e+03,0.000000000000000000e+00
1.819000000000000000e+03,0.000000000000000000e+00
1.820000000000000000e+03,0.000000000000000000e+00
1.821000000000000000e+03,0.000000000000000000e+00
1.822000000000000000e+03,0.000000000000000000e+00
1.823000000000000000e+03,0.000000000000000000e+00
1.824000000000000000e+03,0.000000000000000000e+00
1.825000000000000000e+03,0.000000000000000000e+00
1.826000000000000000e+03,0.000000000000000000e+00
1.827000000000000000e+03,0.000000000000000000e+00
1.828000000000000000e+03,0.000000000000000000e+00
1.829000000000000000e+03,0.000000000000000000e+00
1.830000000000000000e+03,0.000000000000000000e+00
1.831000000000000000e+03,0.000000000000000000e+00
1.832000000000000000e+03,0.000000000000000000e+00
1.833000000000000000e+03,0.000000000000000000e+00
1.834000000000000000e+03,0.000000000000000000e+00
1.835000000000000000e+03,0.000000000000000000e+00
1.836000000000000000e+03,0.000000000000000000e+00
1.837000000000000000e+03,0.000000000000000000e+00
1.838000000000000000e+03,0.000000000000000000e+00
1.839000000000000000e+03,0.000000000000000000e+00
1.840000000000000000e+03,0.000000000000000000e+00
1.841000000000000000e+03,0.000000000000000000e+00
1.842000000000000000e+03,0.000000000000000000e+00
1.843000000000000000e+03,0.000000000000000000e+00
1.844000000000000000e+03,0.000000000000000000e+00
1.845000000000000000e+03,0.000000000000000000e+00
1.846000000000000000e+03,0.000000000000000000e+00
1.847000000000000000e+03,0.000000000000000000e+00
1.848000000000000000e+03,0.000000000000000000e+00
1.849000000000000000e+03,0.000000000000000000e+00
1.850000000000000000e+03,0.000000000000000000e+00
1.851000000000000000e+03,0.000000000000000000e+00
1.852000000000000000e+03,0.000000000000000000e+00
1.853000000000000000e+03,0.000000000000000000e+00
1.854000000000000000e+03,0.000000000000000000e+00
1.855000000000000000e+03,0.000000000000000000e+00
1.856000000000000000e+03,0.000000000000000000e+00
1.857000000000000000e+03,0.000000000000000000e+00
1.858000000000000000e+03,0.000000000000000000e+00
1.859000000000000000e+03,0.000000000000000000e+00
1.860000000000000000e+03,0.000000000000000000e+00
1.861000000000000000e+03,0.000000000000000000e+00
1.862000000000000000e+03,0.000000000000000000e+00
1.863000000000000000e+03,0.000000000000000000e+00
1.864000000000000000e+03,0.000000000000000000e+00
1.865000000000000000e+03,0.000000000000000000e+00
1.866000000000000000e+03,0.000000000000000000e+00
1.867000000000000000e+03,0.000000000000000000e+00
1.868000000000000000e+03,0.000000000000000000e+00
1.869000000000000000e+03,0.000000000000000000e+00
1.870000000000000000e+03,0.000000000000000000e+00
1.871000000000000000e+03,0.000000000000000000e+00
1.872000000000000000e+03,0.000000000000000000e+00
1.873000000000000000e+03,0.000000000000000000e+00
1.874000000000000000e+03,0.000000000000000000e+00
1.875000000000000000e+03,0.000000000000000000e+00
1.876000000000000000e+03,0.000000000000000000e+00
1.877000000000000000e+03,0.000000000000000000e+00
1.878000000000000000e+03,0.000000000000000000e+00
1.879000000000000000e+03,0.000000000000000000e+00
1.880000000000000000e+03,0.000000000000000000e+00
1.881000000000000000e+03,0.000000000000000000e+00
