Wavenumber(cm-1),Transmittance(%),Absorbance(A.U.)
1.121000000000000000e+03,2.090106951211878084e+01,2.679831490380454984e+00
1.122000000000000000e+03,1.817758406031042284e+01,2.740463838330662760e+00
1.123000000000000000e+03,1.579724855815121032e+01,2.801418548492950578e+00
1.124000000000000000e+03,1.383847916797502364e+01,2.858911635692012787e+00
1.125000000000000000e+03,1.235625397395946834e+01,2.908113173666510232e+00
1.126000000000000000e+03,1.136882381993520141e+01,2.944284463626620330e+00
1.127000000000000000e+03,1.085265201572008209e+01,2.964464122178871897e+00
1.128000000000000000e+03,1.074814516506023665e+01,2.968666476593271319e+00
1.129000000000000000e+03,1.097354589193689378e+01,2.959653015773487272e+00
1.130000000000000000e+03,1.144104154915360994e+01,2.941534437216088982e+00
1.131000000000000000e+03,1.206962999313263651e+01,2.918306043440664688e+00
1.132000000000000000e+03,1.279226534994651843e+01,2.893052540598413103e+00
1.133000000000000000e+03,1.355773729687290086e+01,2.867812785504302742e+00
1.134000000000000000e+03,1.432918333931145582e+01,2.843778560568272162e+00
1.135000000000000000e+03,1.508118725410855632e+01,2.821564467643192131e+00
1.136000000000000000e+03,1.579681341658712768e+01,2.801430511473860463e+00
1.137000000000000000e+03,1.646526681351559773e+01,2.783431227314742351e+00
1.138000000000000000e+03,1.708040658182930827e+01,2.767501795582418822e+00
1.139000000000000000e+03,1.764009419494762199e+01,2.753499100143158351e+00
1.140000000000000000e+03,1.814625364288961862e+01,2.741213022978332248e+00
1.141000000000000000e+03,1.860548161359990615e+01,2.730359083534321218e+00
1.142000000000000000e+03,1.903001348830754580e+01,2.720560903888730397e+00
1.143000000000000000e+03,1.943879298421890667e+01,2.711330705282562370e+00
1.144000000000000000e+03,1.985830144394165586e+01,2.702057901111053262e+00
1.145000000000000000e+03,2.032269976497862274e+01,2.692018598792183415e+00
1.146000000000000000e+03,2.087278289821394139e+01,2.680419644045934913e+00
1.147000000000000000e+03,2.155333783963277483e+01,2.666485463643284870e+00
1.148000000000000000e+03,2.240881867311270526e+01,2.649581037586818066e+00
1.149000000000000000e+03,2.347780751873355598e+01,2.629342462235931599e+00
1.150000000000000000e+03,2.478735304356371216e+01,2.605769847574681108e+00
1.151000000000000000e+03,2.634864991295576431e+01,2.579241632837577125e+00
1.152000000000000000e+03,2.815534239089359403e+01,2.550439186931688695e+00
1.153000000000000000e+03,3.018496871401575277e+01,2.520209269945918429e+00
1.154000000000000000e+03,3.240304260143669524e+01,2.489414208220100289e+00
1.155000000000000000e+03,3.476850082743125370e+01,2.458814035126656528e+00
1.156000000000000000e+03,3.723906381671845622e+01,2.429001245637629758e+00
1.157000000000000000e+03,3.977542499069274129e+01,2.400385171326216316e+00
1.158000000000000000e+03,4.234380293455869548e+01,2.373210140191757578e+00
1.159000000000000000e+03,4.491693923493187413e+01,2.347589845435260614e+00
1.160000000000000000e+03,4.747393810467139019e+01,2.323544740765548511e+00
1.161000000000000000e+03,4.999942162880419971e+01,2.301035019361413525e+00
1.162000000000000000e+03,5.248240296434160967e+01,2.279986288528311533e+00
1.163000000000000000e+03,5.491515216595097826e+01,2.260307808662236351e+00
1.164000000000000000e+03,5.729220673646548079e+01,2.241904449612618144e+00
1.165000000000000000e+03,5.960958776779315116e+01,2.224683881538946029e+00
1.166000000000000000e+03,6.186422586327650208e+01,2.208560417239104900e+00
1.167000000000000000e+03,6.405357180027934305e+01,2.193456647809988613e+00
1.168000000000000000e+03,6.617535579716826533e+01,2.179303715000826980e+00
1.169000000000000000e+03,6.822745848731388207e+01,2.166040806141945829e+00
1.170000000000000000e+03,7.020786090976825733e+01,2.153614258830245820e+00
1.171000000000000000e+03,7.211464678711982401e+01,2.141976519291594272e+00
1.172000000000000000e+03,7.394603637980588928e+01,2.131085099889023837e+00
1.173000000000000000e+03,7.570043652483110463e+01,2.120901616143537005e+00
1.174000000000000000e+03,7.737649584608510622e+01,2.111390942089162337e+00
1.175000000000000000e+03,7.897315757872080155e+01,2.102520497271227473e+00
1.176000000000000000e+03,8.048970510127847433e+01,2.094259663776520064e+00
1.177000000000000000e+03,8.192579726317100608e+01,2.086579323576211564e+00
1.178000000000000000e+03,8.328149206987964703e+01,2.079451502614828584e+00
1.179000000000000000e+03,8.455725836023995612e+01,2.072849106806613051e+00
1.180000000000000000e+03,8.575397587241005226e+01,2.066745735315282495e+00
1.181000000000000000e+03,8.687292461941162003e+01,2.061115557505180274e+00
1.182000000000000000e+03,8.791576483645769713e+01,2.055933241335909489e+00
1.183000000000000000e+03,8.888450896258184741e+01,2.051173922475165945e+00
1.184000000000000000e+03,8.978148721065797133e+01,2.046813204881874793e+00
1.185000000000000000e+03,9.060930828799035908e+01,2.042827184989210565e+00
1.186000000000000000e+03,9.137081677435601534e+01,2.039192492862003547e+00
1.187000000000000000e+03,9.206904856199993503e+01,2.035886344807766868e+00
1.188000000000000000e+03,9.270718562607214608e+01,2.032886602891004646e+00
1.189000000000000000e+03,9.328851123558713709e+01,2.030171837649130229e+00
1.190000000000000000e+03,9.381636654362493744e+01,2.027721391050029354e+00
1.191000000000000000e+03,9.429410931911840521e+01,2.025515437380485118e+00
1.192000000000000000e+03,9.472507540782328306e+01,2.023535040323874323e+00
1.193000000000000000e+03,9.511254334242869390e+01,2.021762204984983047e+00
1.194000000000000000e+03,9.545970236568727785e+01,2.020179924056734411e+00
1.195000000000000000e+03,9.576962398943770438e+01,2.018772217703032723e+00
1.196000000000000000e+03,9.604523708913180258e+01,2.017524167056279349e+00
1.197000000000000000e+03,9.628930642988089517e+01,2.016421941498180104e+00
1.198000000000000000e+03,9.650441443734581526e+01,2.015452820107704657e+00
1.199000000000000000e+03,9.669294596565909217e+01,2.014605207819101462e+00
1.200000000000000000e+03,9.685707577509815280e+01,2.013868646934219520e+00
1.201000000000000000e+03,9.699875841405751942e+01,2.013233824675761063e+00
1.202000000000000000e+03,9.711972020218557589e+01,2.012692577451085985e+00
1.203000000000000000e+03,9.722145303312716180e+01,2.012237892420564833e+00
1.204000000000000000e+03,9.730520975450563981e+01,2.011863906832743076e+00
1.205000000000000000e+03,9.737200093752647945e+01,2.011565905405038546e+00
1.206000000000000000e+03,9.742259291639436469e+01,2.011340315800006717e+00
1.207000000000000000e+03,9.745750705565721717e+01,2.011184701982211553e+00
1.208000000000000000e+03,9.747702028819915654e+01,2.011097754950704530e+00
1.209000000000000000e+03,9.748116705399330328e+01,2.011079280040500183e+00
1.210000000000000000e+03,9.746974285551706885e+01,2.011130179688687125e+00
1.211000000000000000e+03,9.744230972511762445e+01,2.011252430284017123e+00
1.212000000000000000e+03,9.739820396743142794e+01,2.011449051480989070e+00
1.213000000000000000e+03,9.733654659081641114e+01,2.011724066179193748e+00
1.214000000000000000e+03,9.725625687019746124e+01,2.012082449264045003e+00
1.215000000000000000e+03,9.715606948447191371e+01,2.012530063193104901e+00
1.216000000000000000e+03,9.703455563982745957e+01,2.013073578608001846e+00
1.217000000000000000e+03,9.689014852190547344e+01,2.013720378367983788e+00
1.218000000000000000e+03,9.672117331172105992e+01,2.014478443746588798e+00
1.219000000000000000e+03,9.652588185112520591e+01,2.015356222013386489e+00
1.220000000000000000e+03,9.630249185371293663e+01,2.016362475239784846e+00
1.221000000000000000e+03,9.604923032899652924e+01,2.017506110918986906e+00
1.222000000000000000e+03,9.576438062647005722e+01,2.018795995868258419e+00
1.223000000000000000e+03,9.544633221983869475e+01,2.020240755874716410e+00
1.224000000000000000e+03,9.509363205128359198e+01,2.021848564635504886e+00
1.225000000000000000e+03,9.470503595580588296e+01,2.023626926702458473e+00
1.226000000000000000e+03,9.427955840508651875e+01,2.025582460329760082e+00
1.227000000000000000e+03,9.381651857238574621e+01,2.027720687279452427e+00
1.228000000000000000e+03,9.331558055449421829e+01,2.030045837669173459e+00
1.229000000000000000e+03,9.277678553196740552e+01,2.032560678701424095e+00
1.230000000000000000e+03,9.220057375574751291e+01,2.035266376363075835e+00
1.231000000000000000e+03,9.158779458665249251e+01,2.038162398568517553e+00
1.232000000000000000e+03,9.093970348246278945e+01,2.041246466186993125e+00
1.233000000000000000e+03,9.025794596603446962e+01,2.044514554106003690e+00
1.234000000000000000e+03,8.954453041734088004e+01,2.047960936695054635e+00
1.235000000000000000e+03,8.880179429109819012e+01,2.051578258964076529e+00
1.236000000000000000e+03,8.803237243530222145e+01,2.055357593932921390e+00
1.237000000000000000e+03,8.723918200037988413e+01,2.059288415243575088e+00
1.238000000000000000e+03,8.642544634794853664e+01,2.063358368847163948e+00
1.239000000000000000e+03,8.559479036218607462e+01,2.067552667400028632e+00
1.240000000000000000e+03,8.475145046734967025e+01,2.071852860386524053e+00
1.241000000000000000e+03,8.390065073262260853e+01,2.076234670774502966e+00
1.242000000000000000e+03,8.304919314634375382e+01,2.080664582523758188e+00
1.243000000000000000e+03,8.220627953995852977e+01,2.085095006481977986e+00
1.244000000000000000e+03,8.138450125832540039e+01,2.089458293622684426e+00
1.245000000000000000e+03,8.060077828471138162e+01,2.093660764607768066e+00
1.246000000000000000e+03,7.987680902724328291e+01,2.097579292944307561e+00
1.247000000000000000e+03,7.923839068429769839e+01,2.101064353477086311e+00
1.248000000000000000e+03,7.871298827133043119e+01,2.103953599671944730e+00
1.249000000000000000e+03,7.832541260279536743e+01,2.106097308662723488e+00
1.250000000000000000e+03,7.809244372272182488e+01,2.107390986715373504e+00
1.251000000000000000e+03,7.801822760745646690e+01,2.107803920071968040e+00
1.252000000000000000e+03,7.809243090239138496e+01,2.107391058012914709e+00
1.253000000000000000e+03,7.829202477946267891e+01,2.106282475115427211e+00
1.254000000000000000e+03,7.858582923205274540e+01,2.104655759827864792e+00
1.255000000000000000e+03,7.893983543667422964e+01,2.102703783299241902e+00
1.256000000000000000e+03,7.932148072082259205e+01,2.100609187269555811e+00
1.257000000000000000e+03,7.970204195443830031e+01,2.098530551901443442e+00
1.258000000000000000e+03,8.005728929632499558e+01,2.096599118997068523e+00
1.259000000000000000e+03,8.036702430500432115e+01,2.094922111700014966e+00
1.260000000000000000e+03,8.061414439431257506e+01,2.093588751079973331e+00
1.261000000000000000e+03,8.078367405507580656e+01,2.092676398930817694e+00
1.262000000000000000e+03,8.086198240433647300e+01,2.092255615751408282e+00
1.263000000000000000e+03,8.083625177788212568e+01,2.092393832092926953e+00
1.264000000000000000e+03,8.069418013511808851e+01,2.093157786546176347e+00
1.265000000000000000e+03,8.042386877405823498e+01,2.094615039081751728e+00
1.266000000000000000e+03,8.001384278484495383e+01,2.096834871445517834e+00
1.267000000000000000e+03,7.945315889087275707e+01,2.099888831476074191e+00
1.268000000000000000e+03,7.873156530655745655e+01,2.103851114019144486e+00
1.269000000000000000e+03,7.783968728411305449e+01,2.108798917486067737e+00
1.270000000000000000e+03,7.676921900519425890e+01,2.114812877570302341e+00
1.271000000000000000e+03,7.551310742500713502e+01,2.121977657797583738e+00
1.272000000000000000e+03,7.406571703492772940e+01,2.130382768374956992e+00
1.273000000000000000e+03,7.242296679541867377e+01,2.140123688349605313e+00
1.274000000000000000e+03,7.058243219297776250e+01,2.151303380408045918e+00
1.275000000000000000e+03,6.854340693612800806e+01,2.164034312850592556e+00
1.276000000000000000e+03,6.630692065295528437e+01,2.178441140606805160e+00
1.277000000000000000e+03,6.387571154661820572e+01,2.194664248985626731e+00
1.278000000000000000e+03,6.125415686084320299e+01,2.212864433649655016e+00
1.279000000000000000e+03,5.844816992534711630e+01,2.233229082513534802e+00
1.280000000000000000e+03,5.546508144651629379e+01,2.255980344944079619e+00
1.281000000000000000e+03,5.231353580648940493e+01,2.281385925559406669e+00
1.282000000000000000e+03,4.900345184693193090e+01,2.309773326802627924e+00
1.283000000000000000e+03,4.554612315661228195e+01,2.341548583857735899e+00
1.284000000000000000e+03,4.195456520839402259e+01,2.377220775313435119e+00
1.285000000000000000e+03,3.824425212082537229e+01,2.417433827432875493e+00
1.286000000000000000e+03,3.443441249104697022e+01,2.463007322409255462e+00
1.287000000000000000e+03,3.055004438183622995e+01,2.514988154495974459e+00
1.288000000000000000e+03,2.662471327566059642e+01,2.574715060491005847e+00
1.289000000000000000e+03,2.270393844137944939e+01,2.643898799415030698e+00
1.290000000000000000e+03,1.884848091706294326e+01,2.724723645772335168e+00
1.291000000000000000e+03,1.513613997006127931e+01,2.819984864825463067e+00
1.292000000000000000e+03,1.166001220965333118e+01,2.933300994810084106e+00
1.293000000000000000e+03,8.521200736075968507e+00,3.069499203788524255e+00
1.294000000000000000e+03,5.815456216376972520e+00,3.235416209657246078e+00
1.295000000000000000e+03,3.616289332340059559e+00,3.441736829742065851e+00
1.296000000000000000e+03,1.960214414182530618e+00,3.707696421601015757e+00
1.297000000000000000e+03,8.403016407085601713e-01,4.075564788485832146e+00
1.298000000000000000e+03,2.107713682094782826e-01,4.676188385267698422e+00
1.299000000000000000e+03,0.000000000000000000e+00,3.000000000000000000e+00
1.300000000000000000e+03,1.259440013987642715e-01,4.899822512734788305e+00
1.301000000000000000e+03,5.085843260790596787e-01,4.293637028356664942e+00
1.302000000000000000e+03,1.077087174964589167e+00,3.967749145287032153e+00
1.303000000000000000e+03,1.772269515010648888e+00,3.751470232798034488e+00
1.304000000000000000e+03,2.546220403661607179e+00,3.594104006043286503e+00
1.305000000000000000e+03,3.360789992943807647e+00,3.473558624619241364e+00
1.306000000000000000e+03,4.185978930936755660e+00,3.378202961902954549e+00
1.307000000000000000e+03,4.998665885199940817e+00,3.301145890865597288e+00
1.308000000000000000e+03,5.781789231193542378e+00,3.237937744107422411e+00
1.309000000000000000e+03,6.523985026799735465e+00,3.185487044380031829e+00
1.310000000000000000e+03,7.219657536372807272e+00,3.141483402650718570e+00
1.311000000000000000e+03,7.869438192859576020e+00,3.104056271255942967e+00
1.312000000000000000e+03,8.480936482683162581e+00,3.071556189393518821e+00
1.313000000000000000e+03,9.069591710210545443e+00,3.042412263325100064e+00
1.314000000000000000e+03,9.659305635821880287e+00,3.015054091945746251e+00
1.315000000000000000e+03,1.028240341527457247e+01,2.987905361216822264e+00
1.316000000000000000e+03,1.097839930553548982e+01,2.959460977140040860e+00
1.317000000000000000e+03,1.179113145915540883e+01,2.928444518663130935e+00
1.318000000000000000e+03,1.276416655338114481e+01,2.894007537544772024e+00
1.319000000000000000e+03,1.393495902049654944e+01,2.855894304108796078e+00
1.320000000000000000e+03,1.532890600379708701e+01,2.814488838848680619e+00
1.321000000000000000e+03,1.695483166139094067e+01,2.770706517822901116e+00
1.322000000000000000e+03,1.880324599541411601e+01,2.725767172214502931e+00
1.323000000000000000e+03,2.084791746467125506e+01,2.680937320967100135e+00
1.324000000000000000e+03,2.305022544037026933e+01,2.637324822680839898e+00
1.325000000000000000e+03,2.536495127026674368e+01,2.595765967688173248e+00
1.326000000000000000e+03,2.774597552379493948e+01,2.556800001174083015e+00
1.327000000000000000e+03,3.015073740166411653e+01,2.520702061780631276e+00
1.328000000000000000e+03,3.254296335989772615e+01,2.487542902774269038e+00
1.329000000000000000e+03,3.489374985718879429e+01,2.457252356582951602e+00
1.330000000000000000e+03,3.718141517561217313e+01,2.429674084406432399e+00
1.331000000000000000e+03,3.939061753611271399e+01,2.404607210599239764e+00
1.332000000000000000e+03,4.151116221880625545e+01,2.381835107186443423e+00
1.333000000000000000e+03,4.353678720959511850e+01,2.361143622805855991e+00
1.334000000000000000e+03,4.546408970580193909e+01,2.342331500050244486e+00
1.335000000000000000e+03,4.729166253823095900e+01,2.325215418095210040e+00
1.336000000000000000e+03,4.901945395775965153e+01,2.309631530792073839e+00
1.337000000000000000e+03,5.064833921896791935e+01,2.295434790774837808e+00
1.338000000000000000e+03,5.217988852805582667e+01,2.282496853018511018e+00
1.339000000000000000e+03,5.361632494002314075e+01,2.270702957473005323e+00
1.340000000000000000e+03,5.496068084328467762e+01,2.259947895951233132e+00
1.341000000000000000e+03,5.621717560069447472e+01,2.250130977509186447e+00
1.342000000000000000e+03,5.739183932967785040e+01,2.241149856487943737e+00
1.343000000000000000e+03,5.849338191568602241e+01,2.232893268278316246e+00
1.344000000000000000e+03,5.953422837714632720e+01,2.225233270889412474e+00
1.345000000000000000e+03,6.053148940745023054e+01,2.218018639923910129e+00
1.346000000000000000e+03,6.150741637401504391e+01,2.211072515181979004e+00
1.347000000000000000e+03,6.248868890192510150e+01,2.204198587328631831e+00
1.348000000000000000e+03,6.350390114182100376e+01,2.197199594513931320e+00
1.349000000000000000e+03,6.457909520936900094e+01,2.189908043994159392e+00
1.350000000000000000e+03,6.573216796051411848e+01,2.182222043700746017e+00
1.351000000000000000e+03,6.696797250390051204e+01,2.174132849394375455e+00
1.352000000000000000e+03,6.827610032672467355e+01,2.165731292111345851e+00
1.353000000000000000e+03,6.963222841179806721e+01,2.157189706052894618e+00
1.354000000000000000e+03,7.100219319899404979e+01,2.148728236076561160e+00
1.355000000000000000e+03,7.234686122512438544e+01,2.140580306040150926e+00
1.356000000000000000e+03,7.362604705469081523e+01,2.132968515948936439e+00
1.357000000000000000e+03,7.480074231171076349e+01,2.126094092238744793e+00
1.358000000000000000e+03,7.583390963188575995e+01,2.120136553300198567e+00
1.359000000000000000e+03,7.669057585095730190e+01,2.115258001206059557e+00
1.360000000000000000e+03,7.733795206133395084e+01,2.111607332395327052e+00
1.361000000000000000e+03,7.774605304451226573e+01,2.109321649690179878e+00
1.362000000000000000e+03,7.788898354862665485e+01,2.108523963667257917e+00
1.363000000000000000e+03,7.774679420518501161e+01,2.109317509538448654e+00
1.364000000000000000e+03,7.730760652577116332e+01,2.111777772451088886e+00
1.365000000000000000e+03,7.656956815327609434e+01,2.115943802288040132e+00
1.366000000000000000e+03,7.554214615718879600e+01,2.121810680999303145e+00
1.367000000000000000e+03,7.424635619424660149e+01,2.129324855459412191e+00
1.368000000000000000e+03,7.271389021076109316e+01,2.138382619874469093e+00
1.369000000000000000e+03,7.098601362923892566e+01,2.148827211872531784e+00
1.370000000000000000e+03,6.911501430715176753e+01,2.160427597742521577e+00
1.371000000000000000e+03,6.717423580078850875e+01,2.172797265563025437e+00
1.372000000000000000e+03,6.528544614037002702e+01,2.185183623708033540e+00
1.373000000000000000e+03,6.366423268544009062e+01,2.196104490898460160e+00
1.374000000000000000e+03,6.264436479791912404e+01,2.203117990068721888e+00
1.375000000000000000e+03,6.258780553064574548e+01,2.203510275521940009e+00
1.376000000000000000e+03,6.366189478984613714e+01,2.196120439473602914e+00
1.377000000000000000e+03,6.570395374277117639e+01,2.182408495934825776e+00
1.378000000000000000e+03,6.835661358329166148e+01,2.165219460558071685e+00
1.379000000000000000e+03,7.129056933097986359e+01,2.146967916970056844e+00
1.380000000000000000e+03,7.429451240958614733e+01,2.129043263201058522e+00
1.381000000000000000e+03,7.725072249014596082e+01,2.112097450129453602e+00
1.382000000000000000e+03,8.008963940089046218e+01,2.096423661719090781e+00
1.383000000000000000e+03,8.276247393671420127e+01,2.082166535877192803e+00
1.384000000000000000e+03,8.523116547306000257e+01,2.069401572861425009e+00
1.385000000000000000e+03,8.746693062709762501e+01,2.058156113386631070e+00
1.386000000000000000e+03,8.945136157642090780e+01,2.048413044469152844e+00
1.387000000000000000e+03,9.117727688790935758e+01,2.040113382634327621e+00
1.388000000000000000e+03,9.264843099839919205e+01,2.033161931061836292e+00
1.389000000000000000e+03,9.387808668035454218e+01,2.027435770294490958e+00
1.390000000000000000e+03,9.488680875826580063e+01,2.022794159350296272e+00
1.391000000000000000e+03,9.569991933305063014e+01,2.019088428296570648e+00
1.392000000000000000e+03,9.634500478140006408e+01,2.016170797377095258e+00
1.393000000000000000e+03,9.684975728343381718e+01,2.013901463335138420e+00
1.394000000000000000e+03,9.724031186453284192e+01,2.012153656977729632e+00
1.395000000000000000e+03,9.754012989795840838e+01,2.010816670377331583e+00
1.396000000000000000e+03,9.776939576483178485e+01,2.009797068836981282e+00
1.397000000000000000e+03,9.794483985010552374e+01,2.009018439543234447e+00
1.398000000000000000e+03,9.807987654285244616e+01,2.008420089489522997e+00
1.399000000000000000e+03,9.818494454284703465e+01,2.007955100840728591e+00
1.400000000000000000e+03,9.826795092898430539e+01,2.007588099707751095e+00
1.401000000000000000e+03,9.833474263725885578e+01,2.007293014519137220e+00
1.402000000000000000e+03,9.838955312075725601e+01,2.007051011963651987e+00
1.403000000000000000e+03,9.843539384099007350e+01,2.006848716751476136e+00
1.404000000000000000e+03,9.847437761324880512e+01,2.006676755377778232e+00
1.405000000000000000e+03,9.850797301556774244e+01,2.006528617253328761e+00
1.406000000000000000e+03,9.853719645857735543e+01,2.006399798260523948e+00
1.407000000000000000e+03,9.856275206286680657e+01,2.006287178667570448e+00
1.408000000000000000e+03,9.858513033875075848e+01,2.006188585046840167e+00
1.409000000000000000e+03,9.860467586230444681e+01,2.006102490200289967e+00
1.410000000000000000e+03,9.862163252316305773e+01,2.006027812695845292e+00
1.411000000000000000e+03,9.863617305957328085e+01,2.005963786081337741e+00
1.412000000000000000e+03,9.864841783847352019e+01,2.005909875739013248e+00
1.413000000000000000e+03,9.865844634822235548e+01,2.005865727995169490e+00
1.414000000000000000e+03,9.866630369400250800e+01,2.005831141336214429e+00
1.415000000000000000e+03,9.867200349614724075e+01,2.005806053529844313e+00
1.416000000000000000e+03,9.867552793233861053e+01,2.005790541370368274e+00
1.417000000000000000e+03,9.867682516973547990e+01,2.005784831957388548e+00
1.418000000000000000e+03,9.867580404082745815e+01,2.005789326152898955e+00
1.419000000000000000e+03,9.867232547546092292e+01,2.005804636373953009e+00
1.420000000000000000e+03,9.866618987101139737e+01,2.005831642345410337e+00
1.421000000000000000e+03,9.865711923475524259e+01,2.005871569987958125e+00
1.422000000000000000e+03,9.864473255060664769e+01,2.005926100328481620e+00
1.423000000000000000e+03,9.862851240303562861e+01,2.005997517216294046e+00
1.424000000000000000e+03,9.860776044647768401e+01,2.006088904668762662e+00
1.425000000000000000e+03,9.858153887133262572e+01,2.006204406731996848e+00
1.426000000000000000e+03,9.854859464572199101e+01,2.006349564605845792e+00
1.427000000000000000e+03,9.850726309449662210e+01,2.006531747110793962e+00
1.428000000000000000e+03,9.845534743730813432e+01,2.006760690907818390e+00
1.429000000000000000e+03,9.838997140429742672e+01,2.007049165651300093e+00
1.430000000000000000e+03,9.830740316736110174e+01,2.007413775823309265e+00
1.431000000000000000e+03,9.820285076454163686e+01,2.007875904745237250e+00
1.432000000000000000e+03,9.807023213476534806e+01,2.008462796712527698e+00
1.433000000000000000e+03,9.790192693987739858e+01,2.009208760177250586e+00
1.434000000000000000e+03,9.768852253599251867e+01,2.010156458718223238e+00
1.435000000000000000e+03,9.741857259492483934e+01,2.011358238125870113e+00
1.436000000000000000e+03,9.707839355929166913e+01,2.012877418929591489e+00
1.437000000000000000e+03,9.665193064803989387e+01,2.014789466400913387e+00
1.438000000000000000e+03,9.612073051979125182e+01,2.017182937207414817e+00
1.439000000000000000e+03,9.546406069179326437e+01,2.020160096278901030e+00
1.440000000000000000e+03,9.465921497790573369e+01,2.023837101517902415e+00
1.441000000000000000e+03,9.368203812880690862e+01,2.028343669403823046e+00
1.442000000000000000e+03,9.250769035224405457e+01,2.033822161977570264e+00
1.443000000000000000e+03,9.111165281333056498e+01,2.040426074960159042e+00
1.444000000000000000e+03,8.947094876191974322e+01,2.048317957315448634e+00
1.445000000000000000e+03,8.756552295299057675e+01,2.057666854317858007e+00
1.446000000000000000e+03,8.537968730022595309e+01,2.068645440115757239e+00
1.447000000000000000e+03,8.290350777144041672e+01,2.081427093411715390e+00
1.448000000000000000e+03,8.013398322765431203e+01,2.096183269204606514e+00
1.449000000000000000e+03,7.707586154006673951e+01,2.113081612109001917e+00
1.450000000000000000e+03,7.374196839874022658e+01,2.132285273926790126e+00
1.451000000000000000e+03,7.015301803581570539e+01,2.153953640557124682e+00
1.452000000000000000e+03,6.633708225289618099e+01,2.178243634253581362e+00
1.453000000000000000e+03,6.232929574032390008e+01,2.205307780180343791e+00
1.454000000000000000e+03,5.817307029480038238e+01,2.235278014130097635e+00
1.455000000000000000e+03,5.392506422755075590e+01,2.268209328957837112e+00
1.456000000000000000e+03,4.966680092292781978e+01,2.303933812347497501e+00
1.457000000000000000e+03,4.552389823811748926e+01,2.341760556129331317e+00
1.458000000000000000e+03,4.168498313576798608e+01,2.380020369866704399e+00
1.459000000000000000e+03,3.839598478579907237e+01,2.415714189084163799e+00
1.460000000000000000e+03,3.590209750814146616e+01,2.444880177895183415e+00
1.461000000000000000e+03,3.435537838266698429e+01,2.464005263871744678e+00
1.462000000000000000e+03,3.376978999594174979e+01,2.471471640101551959e+00
1.463000000000000000e+03,3.407230471689722151e+01,2.467598488915898169e+00
1.464000000000000000e+03,3.518551832073285368e+01,2.453636046962119011e+00
1.465000000000000000e+03,3.705478865390041676e+01,2.431155659436928129e+00
1.466000000000000000e+03,3.961639731725033897e+01,2.402125021386541270e+00
1.467000000000000000e+03,4.276192435500768596e+01,2.368942759077009796e+00
1.468000000000000000e+03,4.633808206325375778e+01,2.334061945655736992e+00
1.469000000000000000e+03,5.017628926735255135e+01,2.299501459607725007e+00
1.470000000000000000e+03,5.412448882651291626e+01,2.266606192271336973e+00
1.471000000000000000e+03,5.806361970877363632e+01,2.236095893572458859e+00
1.472000000000000000e+03,6.190873123646827736e+01,2.208248096369051616e+00
1.473000000000000000e+03,6.560243748219816950e+01,2.183080023956624593e+00
1.474000000000000000e+03,6.910713770552594326e+01,2.160477094361929140e+00
1.475000000000000000e+03,7.239884990929299136e+01,2.140268332725711264e+00
1.476000000000000000e+03,7.546310013825724639e+01,2.122265357294546906e+00
1.477000000000000000e+03,7.829238169366917077e+01,2.106280495277538023e+00
1.478000000000000000e+03,8.088458125376919838e+01,2.092134258543590253e+00
1.479000000000000000e+03,8.324192601388369894e+01,2.079657879835651979e+00
1.480000000000000000e+03,8.537018756916960172e+01,2.068693764377016464e+00
1.481000000000000000e+03,8.727800942026470921e+01,2.059095167411157945e+00
1.482000000000000000e+03,8.897630204885838623e+01,2.050725647960285336e+00
1.483000000000000000e+03,9.047768812069777766e+01,2.043458505001823244e+00
1.484000000000000000e+03,9.179599629447781695e+01,2.037176260249015769e+00
1.485000000000000000e+03,9.294580650220501639e+01,2.031770199803175192e+00
1.486000000000000000e+03,9.394204910876185011e+01,2.027139971011164832e+00
1.487000000000000000e+03,9.479965855235653294e+01,2.023193226892888053e+00
1.488000000000000000e+03,9.553328043084658816e+01,2.019845309153079693e+00
1.489000000000000000e+03,9.615702995859471969e+01,2.017018959364979214e+00
1.490000000000000000e+03,9.668429919221182445e+01,2.014644046370078545e+00
1.491000000000000000e+03,9.712761016647326073e+01,2.012657296987277800e+00
1.492000000000000000e+03,9.749851086931366240e+01,2.011002017390475238e+00
1.493000000000000000e+03,9.780751068706391038e+01,2.009627794244050580e+00
1.494000000000000000e+03,9.806405154084445996e+01,2.008490167733904652e+00
1.495000000000000000e+03,9.827651046221149045e+01,2.007550272561422489e+00
1.496000000000000000e+03,9.845222891007075816e+01,2.006774447200959433e+00
1.497000000000000000e+03,9.859756380478272320e+01,2.006133815679587151e+00
1.498000000000000000e+03,9.871795512090987756e+01,2.005603849349153478e+00
1.499000000000000000e+03,9.881800497379957449e+01,2.005163918283235702e+00
1.500000000000000000e+03,9.890156345641452162e+01,2.004796842931368506e+00
1.501000000000000000e+03,9.897181699922080611e+01,2.004488456556337450e+00
1.502000000000000000e+03,9.903137568397535517e+01,2.004227187951847622e+00
1.503000000000000000e+03,9.908235667870089003e+01,2.004003672247853807e+00
1.504000000000000000e+03,9.912646171351303792e+01,2.003810395543874634e+00
1.505000000000000000e+03,9.916504723133756727e+01,2.003641376933110951e+00
1.506000000000000000e+03,9.919918648322286003e+01,2.003491889411304516e+00
1.507000000000000000e+03,9.922972336916154745e+01,2.003358219361186965e+00
1.508000000000000000e+03,9.925731824063078079e+01,2.003237462858516338e+00
